genre,year,actors,movie_name,directors,id,duration
"Action, Crime, Thriller",2015.0,"Vin Diesel,Dwayne Johnson,Jason Statham,Paul Walker,Lucas Black,Michelle Rodriguez,Elsa Pataky,Jordana Brewster,Djimon Hounsou,Tyrese Gibson,Nathalie Emmanuel,Tony Jaa,Shad Moss,Ludacris",Furious 7,James Wan,704,137 minutes
"Action, Adventure",2015.0,"Clive Owen,Morgan Freeman,Aksel Hennie",Last Knights,Kazuaki Kiriya,705,115 minutes
Drama,2015.0,"Golshifteh Farahani,Shahab Hosseini,Taraneh Alidoosti",About Elly,Asghar Farhadi,706,119 minutes
"Drama, Science Fiction, Thriller",2015.0,"Domhnall Gleeson,Oscar Isaac,Alicia Vikander",Ex Machina,Alex Garland,707,108 minutes
Documentary,2015.0,,Dior and I,Frederic Tcheng,708,90 minutes
Drama,2015.0,"Nazanin Boniadi,Freida Pinto,Marama Corlett,Tom Cullen,Reece Ritchie",Desert Dancer,Richard Raymond,709,98 minutes
"Drama, Thriller",2015.0,"Samantha Morton,Michael Shannon,Natasha Calis,Charlie Tahan,Peter Fonda,Leslie Lyles,Meadow Williams",The Harvest,John McNaughton,710,104 minutes
"Fantasy, Thriller",2015.0,"Christina Hendricks,Iain De Caestecker,Saoirse Ronan,Eva Mendes,Matt Smith,Ben Mendelsohn,Barbara Steele",Lost River,Ryan Gosling,711,95 minutes
"Crime, Drama",2015.0,"Marco Leonardi,Peppino Mazzotta,Fabrizio Ferracane,Anna Ferruzzo,Barbora Bobuľová,Giuseppe Fumo,Pasquale Romeo",Black Souls,Francesco Munzi,712,103 minutes
Thriller,2015.0,"Simon Pegg,Teresa Palmer,Luke Hemsworth,Sullivan Stapleton,Alice Braga,Callan Mulvey",Kill Me Three Times,Kriv Stenders,713,90 minutes
Drama,2015.0,"Juliette Binoche,Kristen Stewart,Chloë Grace Moretz,Brady Corbet,Johnny Flynn",Clouds of Sils Maria,Olivier Assayas,714,124 minutes
"Drama, Romance",2015.0,"Scott Eastwood,Britt Robertson,Lolita Davidovich,Melissa Benoist,Jack Huston,Oona Chaplin,Alan Alda,Amy Parrish",The Longest Ride,George Tillman Jr,715,139 minutes
Drama,2015.0,"Chen Chao-jung,Kang-sheng Lee,Lu Yi-Ching,Tien Miao",Rebels of the Neon God,Tsai Ming-liang,716,106 minutes
"Drama, Mystery, Thriller",2015.0,"James Franco,Jonah Hill,Felicity Jones,Gretchen Mol,Robert John Burke,Maria Dizzia",True Story,Rupert Goold,717,100 minutes
Documentary,2015.0,Sean Penn,The Human Experiment,Dana Nachman,718,91 minutes
"Comedy, Drama",2015.0,"Jeremy Sumpter,Jason Dohring,Katherine LaNasa,Michael Nouri,Christopher McDonald",The Squeeze,Terry Jastrow,719,95 minutes
"Adventure, Thriller",2015.0,"Tippi Hedren,Melanie Griffith,Jerry Marshall,Kyalo Mativo,Rick Glassey,Steve Miller,Noel Marshall",Roar,Noel Marshall,720,102 minutes
Action,2015.0,"James Rolleston,Lawrence Makoare,Te Kohe Tuhaka,Xavier Horan",The Dead Lands,Toa Fraser,721,107 minutes
"Drama, Family, Romance",2015.0,"Martin Dubreuil,Hadas Yaron,Luzer Twersky,Anne-Élisabeth Bossé,Benoît Girard",Felix and Meira,Maxime Giroux,722,105 minutes
Documentary,2015.0,Tina Fey,Monkey Kingdom,"Mark Linfield,Alastair Fothergill",723,81 minutes
"Horror, Thriller",2015.0,"Heather Sossaman,Matthew Bohrer,Courtney Halverson,Shelley Hennig,Renee Olstead,Cal Barnes,William Peltz,Mickey River,Moses Jacob Storm,Jacob Wysocki",Unfriended,Leo Gabriadze,724,82 minutes
"Drama, War",2013.0,"Giorgi Nakashidze,Misha Meskhi,Elmo Nüganen,Lembit Ulfsak",Tangerines,Zaza Urushadze,725,87 minutes
Drama,2015.0,"Mary Elizabeth Winstead,Chris Messina,Don Johnson,Derek Luke",Alex of Venice,Chris Messina,726,86 minutes
"Drama, Thriller",2015.0,"Tom Hardy,Noomi Rapace,Gary Oldman,Joel Kinnaman,Paddy Considine,Jason Clarke,Vincent Cassel,Fares Fares",Child 44,Daniel Espinosa,727,137 minutes
Drama,2015.0,"Haley Joel Osment,Minka Kelly,Noah Wyle,Jeremy Irvine,Adelaide Clemens,Steve Earle",The World Made Straight,David Burris,728,119 minutes
Drama,2014.0,"Haluk Bilginer,Melisa Sözen,Demet Akbağ,Ayberk Pekcan,Serhat Mustafa Kiliç,Tamer Levent,Nadir Sarıbacak",Winter Sleep,Nuri Bilge Ceylan,729,196 minutes
Documentary,2014.0,,Tales of the Grim Sleeper,Nick Broomfield,730,110 minutes
"Animation, Family, Fantasy",2014.0,"Brendan Gleeson,Fionnula Flanagan,David Rawle,Pat Shortt,Jon Kenny,Lisa Hannigan",Song of the Sea,Tomm Moore,731,93 minutes
Drama,2014.0,"Marion Cotillard,Fabrizio Rongione,Olivier Gourmet,Catherine Salée,Christelle Cornil,Batiste Sornin,Pili Groyne,Simon Caudry,Alain Eloy","Two Days, One Night","Jean-Pierre Dardenne,Luc Dardenne",732,95 minutes
"Comedy, Drama, Music",2014.0,"Quvenzhané Wallis,Jamie Foxx,Rose Byrne,Cameron Diaz,Adewale Akinnuoye-Agbaje",Annie,Will Gluck,733,118 minutes
Drama,2014.0,"Timothy Spall,Paul Jesson,Dorothy Atkinson,Marion Bailey,Karl Johnson,Ruth Sheen,Lesley Manville",Mr. Turner,Mike Leigh,734,149 minutes
"Drama, History",2014.0,"David Oyelowo,Tom Wilkinson,Carmen Ejogo,Andre Holland,Omar J. Dorsey,Alessandro Nivola,Giovanni Ribisi,Colman Domingo,Oprah Winfrey,Common,Keith Stanfield",Selma,Ava DuVernay,735,127 minutes
Drama,2014.0,"Amy Adams,Christoph Waltz,Krysten Ritter,Danny Huston,Jason Schwartzman,Terence Stamp",Big Eyes,Tim Burton,736,105 minutes
"Drama, War",2014.0,"Jack O'Connell,Takamasa Ishihara,Garrett Hedlund,Jai Courtney,Domhnall Gleeson,Finn Wittrock,John Magaro,Alex Russell,Luke Treadaway",Unbroken,Angelina Jolie,737,137 minutes
"Comedy, Family, Fantasy",2014.0,"Anna Kendrick,James Corden,Chris Pine,Johnny Depp,Emily Blunt,Meryl Streep,Lucy Punch,Christine Baranski,Tracey Ullman,Simon Russell Beale",Into the Woods,Rob Marshall,738,125 minutes
Drama,2014.0,"Vladimir Vdovichenkov,Elena Lyadova,Aleksey Serebryakov,Anna Ukolova,Roman Madyanov",Leviathan,Andrey Zvyagintsev,739,140 minutes
"Action, War",2014.0,"Sienna Miller,Bradley Cooper,Jake McDorman,Luke Grimes,Kyle Gallner,Keir O'Donnell",American Sniper,Clint Eastwood,740,132 minutes
"Crime, Drama, Thriller",2014.0,"Mark Wahlberg,Brie Larson,John Goodman,Jessica Lange,Michael K. Williams",The Gambler,Rupert Wyatt,741,111 minutes
"Action, Crime, Thriller",2015.0,"Liam Neeson,Famke Janssen,Maggie Grace,Forest Whitaker,Dougray Scott",Taken 3,Oliver Megaton,742,109 minutes
Drama,2015.0,"Mohammed Afzal,Gulzar Ahmed Bhat,Neelofar Hamid",Valley of Saints,Musa Syeed,743,82 minutes
Comedy,2014.0,"James Franco,Seth Rogen,Lizzy Caplan,Randall Park,Timothy Simons",The Interview,"Evan Goldberg,Seth Rogen",744,112 minutes
"Action, Crime, Drama, Thriller",2014.0,"Oscar Isaac,Jessica Chastain,Albert Brooks,Elyes Gabel,David Oyelowo,Alessandro Nivola,Catalina Sandino Moreno",A Most Violent Year,J.C. Chandor,745,125 minutes
"Comedy, Drama",2015.0,"Matthew Lillard,Carla Gugino,Patrick Stewart,Maduka Steady",Match,Stephen Belber,746,90 minutes
"Action, Crime, Thriller",2015.0,"Chris Hemsworth,Viola Davis,Tang Wei,Leehom Wang,Manny Montana,William Mapother",Blackhat,Michael Mann,747,135 minutes
Drama,2015.0,"Fabrizio Bentivoglio,Valeria Golino,Luigi Lo Cascio,Valeria Bruni-Tedeschi,Fabrizio Gifuni,Matilde Gioli,Guglielmo Pinelli",Human Capital,Paolo Virzì,748,111 minutes
"Comedy, Drama",2015.0,"Michael Godere,Ivan Martin,Marisa Tomei,Sam Rockwell,Brian Geraghty,Isabelle McNally",Loitering with Intent,Adam Rapp,749,80 minutes
Drama,2015.0,,Medeas,Andrea Pallaoro,750,97 minutes
"Action, Adventure, Science Fiction",2015.0,"Ambyr Childers,Bruce Willis,Thomas Jane,Bryan Greenberg",Vice,Brian A Miller,751,96 minutes
"Comedy, Drama",2015.0,"Eddie Marsan,Joanne Froggatt,Karen Drury,Andrew Buchan,Neil D'Souza",Still Life,Uberto Pasolini,752,92 minutes
"Comedy, Drama",2015.0,"Sam Huntington,Meaghan Rath,Emmanuelle Chriqui,Reagan Pasternak,Jonathan Cherry",Three Night Stand,Pat Kiely,753,86 minutes
Comedy,2015.0,"Kevin Hart,Josh Gad,Kaley Cuoco,Affion Crockett,Jorge Garcia,Cloris Leachman,Olivia Thirlby",The Wedding Ringer,Jeremy Garelick,754,101 minutes
"Comedy, Family",2015.0,"Nicole Kidman,Peter Capaldi,Ben Whishaw,Michael Gambon,Imelda Staunton,Sally Hawkins,Julie Walters,Hugh Bonneville,Jim Broadbent",Paddington,Paul King,755,95 minutes
Drama,2015.0,"Elizabeth Banks,Boyd Holbrook,Chloë Sevigny,Jacob Lofland,Josh Lucas",Little Accidents,Sara Colangelo,756,105 minutes
"Drama, Family, Sport",2015.0,"Alexa PenaVega,George Lopez,Jamie Lee Curtis,Marisa Tomei,Carlos Pena,Esai Morales",Spare Parts,Sean McNamara,757,83 minutes
Comedy,2015.0,"Desiree Akhavan,Rebecca Henderson,Halley Feiffer,Scott Adsit,Anh Duong",Appropriate Behavior,Desiree Akhavan,758,90 minutes
"Action, Crime, Thriller",2015.0,"Manoj Bajpai,Tigmanshu Dhulia,Nawazuddin Siddiqui,Richa Chadda",Gangs of Wasseypur,Anurag Kashyap,759,320 minutes
"Adventure, Thriller",2015.0,"Jude Law,Jodie Whittaker,Scoot McNairy,June Smith,Konstantin Khabenskiy,Karl Davies,Grigoriy Dobrygin,Daniel Ryan",Black Sea,Kevin MacDonald,760,115 minutes
"Comedy, Drama",2015.0,"Nao Ōmori,Mao Daichi,Shinobu Terajima,Hairi Katagiri,Eriko Satô,Ai Tominaga,Naomi Watanabe,Gin Maeda",R100,Hitoshi Matsumoto,761,100 minutes
"Comedy, Drama",2015.0,"Al Pacino,Kyra Sedgwick,Greta Gerwig,Charles Grodin,Dylan Baker,Dianne Wiest,Dan Hedaya",The Humbling,Barry Levinson,762,112 minutes
"Documentary, History, Sport",2015.0,"Vyacheslav Fetisov,Vladimir Pozner",Red Army,Gabe Polsky,763,76 minutes
Drama,2015.0,"Anne Dorval,Antoine-Olivier Pilon,Suzanne Clément,Patrick Huard",Mommy,Xavier Dolan,764,139 minutes
Drama,2015.0,"Jennifer Aniston,Anna Kendrick,William H. Macy,Adriana Barraza,Felicity Huffman,Sam Worthington,Britt Robertson,Lucy Punch,Chris Messina,Mamie Gummer",Cake,Daniel Barnz,765,102 minutes
"Animation, Family, Fantasy",2015.0,"Alan Cumming,Evan Rachel Wood,Kristin Chenoweth,Maya Rudolph,Sam Palladio,Alfred Molina,Elijah Kelley",Strange Magic,Gary Rydstrom,766,99 minutes
Adventure,2015.0,"Tom Felton,Garret Dillahunt,Jake Abel,Nadia Parra",Against The Sun,Brian Falk,767,100 minutes
"Drama, Thriller",2015.0,"Jennifer Lopez,Ryan Guzman,John Corbett,Kristin Chenoweth",The Boy Next Door,Rob Cohen,768,91 minutes
"Documentary, Drama, Sport",2015.0,"Liam Neeson,Jimmy Kimmel,Jeremy Piven,Mark Wahlberg,Manny Pacquiao,Freddie Roach,Jinkee Pacquiao",Manny,"Leon Gast,Ryan Moore",769,88 minutes
Drama,2015.0,"Sidse Babett Knudsen,Chiara D'Anna,Monica Swinn,Eugenia Caruso,Fatma Mohamed,Kata Bartsch",The Duke of Burgundy,Peter Strickland,770,104 minutes
"Drama, Music",2015.0,"Anne Hathaway,Johnny Flynn,Mary Steenburgen,Ben Rosenfield",Song One,Kate Barker-Froyland,771,86 minutes
"Adventure, Comedy",2015.0,"Johnny Depp,Olivia Munn,Gwyneth Paltrow,Ewan McGregor,Jeff Goldblum,Paul Bettany",Mortdecai,David Koepp,772,106 minutes
"Action, Crime, Drama",2015.0,"Ewan McGregor,Brenton Thwaites,Alicia Vikander,Matthew Nable,Damon Herriman",Son of a Gun,Julius Avery,773,108 minutes
Drama,2015.0,"Pino Desperado,Abel Jafri,Toulou Kiki,Kettly Noël,Hichem Yacoubi",Timbuktu,Abderrahmane Sissako,774,97 minutes
Drama,2015.0,"Kevin Costner,Jennifer Ehle,Gillian Jacobs,Octavia Spencer,Bill Burr",Black or White,Mike Binder,775,121 minutes
"Comedy, Drama, Romance",2015.0,"Martin Starr,Dina Shihabi",Amira & Sam,Sean Mullin,776,90 minutes
"Science Fiction, Thriller",2015.0,"Amy Landecker,Ginny Gardner,Jonny Weston,Katie Garfield,Sofia Black-D'Elia,Gary Grubbs",Project Almanac,Dean Israelite,777,
"Drama, Musical",2015.0,"David Garrett,Joely Richardson,Jared Harris,Andrea Deck,Christian McKay",The Devil's Violinist,Bernard Rose,778,122 minutes
Science Fiction,2015.0,"Leonid Yarmolnik,Yuriy Tsurilo,Natalya Moteva,Aleksandr Chutko,Aleksandr Ilin,Evgeniy Gerchakov,Pyotr Merkuryev,Juris Laucinsh",Hard to Be a God,Aleksey German,779,170 minutes
"Crime, Drama, Thriller",2015.0,"Jason Statham,Sofía Vergara,Angela Kerecz,Stanley Tucci,Milo Ventimiglia,Anne Heche,Michael Angarano,Jason Alexander",Wild Card,Simon West,780,92 minutes
Drama,2015.0,"Tatiana Rojo,Rabah Nait Oufella,Diabate Idrissa,Karidja Touré,Idrissa Diabaté",Girlhood,Céline Sciamma,781,112 minutes
Thriller,2015.0,"Karl Urban,James Marsden,Wentworth Miller,Matthias Schoenaerts,Eric Stonestreet",The Loft,Erik Van Looy,782,108 minutes
"Action, Adventure, Fantasy",2015.0,"Channing Tatum,Mila Kunis,Eddie Redmayne,Tuppence Middleton,Sean Bean,Douglas Booth,Jo Osmond,Terry Gilliam,DooNa Bae,Vanessa Kirby,James D'Arcy,Gugu Mbatha-Raw",Jupiter Ascending,"Lana Wachowski,Andy Wachowski",783,127 minutes
"Documentary, History",2015.0,,Matt Shepard Is a Friend of Mine,Michele Josue,784,89 minutes
"Comedy, Romance",2015.0,"Lily Collins,Sam Claflin,Tamsin Egerton,Christian Cooke,Art Parkinson","Love, Rosie",Christian Ditter,785,102 minutes
"Action, Adventure",2015.0,"Nicolas Cage,Hayden Christensen,Liu Yifei,Andy On,Fernando Chien",Outcast,Nick Powell,786,98 minutes
"Comedy, Documentary",2015.0,Cenk Uygur,Mad As Hell,Andrew Napier,787,80 minutes
"Adventure, Animation, Comedy",2015.0,"Tom Kenny,Bill Fagerbakke,Rodger Bumpass,Clancy Brown,Carolyn Lawrence,Mr. Lawrence,Antonio Banderas,Slash",The SpongeBob Movie: Sponge Out of Water,Paul Tibbitt,788,93 minutes
"Comedy, Crime, Thriller",2015.0,"Ryan Reynolds,Gemma Arterton,Anna Kendrick,Jacki Weaver",The Voices,Marjane Satrapi,789,103 minutes
"Adventure, Family, Fantasy",2015.0,"Jeff Bridges,Julianne Moore,Ben Barnes,Alicia Vikander,Kit Harington,Djimon Hounsou,Olivia Williams",Seventh Son,Sergey Bodrov,790,102 minutes
Documentary,2015.0,Justin Peck,Ballet 422,Jody Lee Lipes,791,72 minutes
Drama,2015.0,"Britt Robertson,Sam Trammell,Ryan Lee,Nick Krause,Denise Williamson",White Rabbit,Tim McCann,792,89 minutes
"Comedy, Horror",2015.0,"Taika Waititi,Jemaine Clement,Jonathan Brugh,Cori Gonzalez-Macuer,Stuart Rutherford,Jackie van Beek,Rhys Darby,Duncan Sarkies",What We Do in the Shadows,"Jemaine Clement,Taika Waititi",793,86 minutes
"Comedy, Romance",2015.0,"J.K. Simmons,Marisa Tomei,Allison Janney,Hugh Grant,Aja Naomi King,Chris Elliott",The Rewrite,Marc Lawrence,794,107 minutes
"Drama, Romance",2015.0,"Elizabeth Roberts,Rik Swartzwelder,LeJon Woods,Tyler Hollinger",Old Fashioned,Rik Swartzwelder,795,115 minutes
"Action, Horror",2014.0,"Jay Gallagher,Bianca Bradey,Leon Burchill,Luke McKenzie,Yure Covich,Catherine Terracini,Keith Agius",Wyrmwood,Kiah Roache-Turner,796,98 minutes
Drama,2015.0,"Dakota Johnson,Jamie Dornan,Jennifer Ehle,Eloise Mumford,Luke Grimes,Victor Rasuk,Max Martini,Rita Ora,Marcia Gay Harden,Callum Keith Rennie",Fifty Shades of Grey,Sam Taylor-Johnson,797,125 minutes
"Comedy, Drama, Music, Romance",2015.0,"Anna Kendrick,Jeremy Jordan",The Last 5 Years,Richard Lagravenese,798,94 minutes
"Action, Adventure, Comedy, Crime",2015.0,"Colin Firth,Mark Strong,Samuel L. Jackson,Michael Caine,Jack Davenport,Taron Egerton",Kingsman: The Secret Service,Matthew Vaughn,799,129 minutes
"Comedy, Romance, Thriller",2015.0,"Stephen Tyrone Williams,Zaraah Abrahams,Rami Malek,Joie Lee,Elvis Nolasco",Da Sweet Blood of Jesus,Spike Lee,800,123 minutes
Drama,2015.0,"Vanessa Kirby,David Thewlis,Richard E. Grant,Caleb Landry Jones,Tamsin Egerton",Queen and Country,John Boorman,801,115 minutes
Drama,2015.0,"Kevin Costner,Maria Bello,Ramiro Rodriguez,Carlos Pratts,Johnny Ortiz,Morgan Saylor,Vincent Martella,Elsie Fisher,Daniel Moncada,Diana Maria Riva,Vanessa Martinez,Chelsea Rendon,Ben Bray",McFarland USA,Niki Caro,802,
Drama,2015.0,"Ronit Elkabetz,Simon Abkarian,Menashe Noy,Gabi Amrani,Dalia Beger","Gett, the Trial of Viviane Amsalem","Ronit Elkabetz,Shlomi Elkabetz",803,115 minutes
"Documentary, Fantasy, Horror, Mystery",2015.0,"Ray Wise,Adam Green,Kane Hodder,Mick Garris",Digging Up the Marrow,Adam Green,804,98 minutes
Drama,2015.0,"Jeremiah Bitsui,Kiowa Gordon,Shauna Baker,Lora Martinez-Cunningham,Mark Siversten,Debrianna Mansini,Pierre Barrera",Drunktown's Finest,Sydney Freeland,805,95 minutes
"Comedy, Drama, Thriller",2015.0,"Ricardo Darín,Leonardo Sbaraglia,Darío Grandinetti,Erica Rivas,Nancy Dupláa,María Onetto ,Rita Cortese",Wild Tales,Damián Szifrón,806,122 minutes
Drama,2015.0,"Isabelle Fuhrman,Kodi Smit-McPhee,Virginia Madsen,Danny DeVito,Evan Ross,Hannah Barefoot",All the Wilderness,Michael James Johnson,807,85 minutes
Comedy,2015.0,"Mae Whitman,Robbie Amell,Bella Thorne,Skyler Samuels,Bianca A. Santos,Nick Eversman,Ken Jeong,Allison Janney,Romany Malco",The DUFF,Ari Sandel,808,
Comedy,2015.0,"Rob Corddry,Craig Robinson,Clark Duke,Adam Scott,Chevy Chase,Gillian Jacobs,Bianca Haase,Collette Wolfe",Hot Tub Time Machine 2,Steve Pink,809,
,2014.0,,Approaching the Elephant,Amanda Wilder,810,88 minutes
"Comedy, Mystery, Romance",2015.0,"Sophia Takal,Lawrence Michael Levine,Alia Shawkat,Annie Parisse,Jason Ritter,Kevin Corrigan",Wild Canaries,Lawrence Michael Levine,811,96 minutes
"Documentary, Drama, Romance",2015.0,,Farewell to Hollywood,"Henry Corra,Regina Nicholson",812,90 minutes
"Horror, Thriller",2015.0,"Manuela Velasco,Héctor Colomé,María Alfonsa Rosso,Paco Manzanedo,Mariano Venancio",[REC] 4: Apocalypse,Jaume Balagueró,813,96 minutes
"Comedy, Crime, Drama, Romance",2015.0,"Will Smith,Margot Robbie,Rodrigo Santoro,Robert Taylor,Gerald McRaney",Focus,"Glenn Ficarra,John Requa",814,104 minutes
Documentary,2015.0,,The Widowmaker,Patrick Forbes,815,96 minutes
Drama,2015.0,"Wagner Moura,Clemens Schick,Jesuita Barbosa,Sabine Timoteo,Sophie Charlotte Conrad,Demick Lopes",Futuro Beach,Karim Ainouz,816,106 minutes
"Drama, Horror, Thriller",2015.0,"Helen McCrory,Jeremy Irvine,Phoebe Fox,Ned Dennehy,Adrian Rawlins",The Woman in Black 2: Angel of Death,Tom Harper,817,98 minutes
"Drama, History, Romance",2015.0,"Florian Stetter,Henriette Confurius,Hannah Herzsprung,Ronald Zehrfeld,Andreas Pietschmann,Maja Maranow",Beloved Sisters,Dominik Graf,818,138 minutes
"Comedy, Crime, Mystery",2015.0,"Alane Delhaye,Lucy Caron,Bernard Pruvost,Philippe Jore,Philippe Peuvion",Li'l Quinquin,Bruno Dumont,819,200 minutes
"Adventure, Thriller, War",2015.0,"Zhang Hanyu,Tony Leung Ka-fai,Tong Liya,Lin Gengxin,Nan Yu",The Taking of Tiger Mountain,Tsui Hark,820,141 minutes
"Drama, Romance",2015.0,"Ashley Shelton,Bryce Johnson,Linds Edwards,Amy Hubbard,Lauren Lazarus,Emily Soleil","Something, Anything",Paul Harrill,821,88 minutes
"Action, Science Fiction, Thriller",2015.0,"Ethan Hawke,Sarah Snook,Noah Taylor,Christopher Kirby,Madeleine West",Predestination,"Michael Spierig,Peter Spierig",822,97 minutes
"Horror, Thriller",2015.0,"Pablo Schreiber,Aaron Staton,Wrenn Schmidt,Cody Saintgnue,Nick Saso,Michael Chacon",Preservation,Christopher Denham,823,90 minutes
"Documentary, Drama",2014.0,"Babett Arens,Aaron Hitz,Martin Hug,Matthias Hungerbühler,Peter Jecklin,Ueli Jäggi,Sebastian Ledesma",The Circle,Stefan Haupt,824,102 minutes
Horror,2014.0,"Nick Damici,Ethan Embry,Lance Guest,Tina Louise,Rutanya Alda,Erin Cummings,Karen Lynn Gorney,Tom Noonan,Larry Fessenden",Late Phases,Adrián García Bogliano,825,95 minutes
Documentary,2014.0,,Happy Valley,Amir Bar-Lev,826,98 minutes
Documentary,2014.0,,"Pulp: a Film About Life, Death & Supermarkets",Florian Habicht,827,90 minutes
Documentary,2014.0,,Monk With a Camera,"Tina Mascara,Guido Santi",828,90 minutes
"Horror, Science Fiction",2014.0,"Brittany Allen,Freddie Stroma,Melanie Papalia,Jesse Moss,Anja Savcic",Extraterrestrial,Colin Minihan,829,101 minutes
Drama,2014.0,"Beto Benites,Samantha Castillo,Samuel Lange Zambrano,Nelly Ramos",Bad Hair,Mariana Rondón,830,93 minutes
"Drama, Western",2014.0,"Hilary Swank,Tommy Lee Jones,Grace Gummer,Meryl Streep,Miranda Otto,Tim Blake Nelson,Hailee Steinfeld",The Homesman,Tommy Lee Jones,831,122 minutes
Comedy,2014.0,"Jim Carrey,Jeff Daniels,Rachel Melvin,Kathleen Turner,Brady Bluhm,Laurie Holden",Dumb and Dumber To,"Bobby Farrelly,Peter Farrelly",832,110 minutes
"Adventure, Science Fiction, Thriller",2014.0,"Jennifer Lawrence,Josh Hutcherson,Liam Hemsworth,Woody Harrelson,Donald Sutherland,Philip Seymour Hoffman,Julianne Moore,Willow Shields,Sam Claflin,Elizabeth Banks,Mahershalalhashbaz Ali,Robert Knepper,Lily Rabe,Evan Ross,Jeffrey Wright,Stanley Tucci,Toby Jones,Jena Malone",The Hunger Games: Mockingjay - Part 1,Francis Lawrence,833,123 minutes
"Animation, Family, Fantasy",2014.0,"Jean Martin,Pascal Mazzotti,Raymond Bussières",The King and the Mockingbird,Paul Grimault,834,83 minutes
"Horror, Thriller",2014.0,"Justin Welborn,Emmy Argo,Gustavo Salmerón,Emilia Ares Zoryan",V/H/S: Viral,"Justin Benson,Gregg Bishop,Aaron Moorhead,Marcel Sarmiento,Nacho Vigalondo",835,82 minutes
"Horror, Western",2014.0,"Sheila Vand,Arash Marandi,Marshall Manesh,Dominic Rains ",A Girl Walks Home Alone at Night,Ana Lily Amirpour,836,99 minutes
Drama,2014.0,"Sylvester Stallone,Lauren Cohan,Tom Berenger,Cary Elwes,Terry Crews,Thomas Jane,Tom Sizemore,Nelly,Omari Hardwick,David O'Hara,Kelsey Grammer,Danny Aiello,Danny Trejo",Reach Me,John Herzfeld,837,95 minutes
"Comedy, Thriller",2014.0,"Fran Kranz,Greg Kinnear,Nikki Reed,J.K. Simmons,Blythe Danner",Murder of a Cat,Gillian Greene,838,96 minutes
Comedy,2014.0,"Jason Sudeikis,Jason Bateman,Charlie Day,Jennifer Aniston,Kevin Spacey,Jamie Foxx,Chris Pine,Christoph Waltz",Horrible Bosses 2,Sean Anders,839,108 minutes
Drama,2014.0,"Juliette Binoche,Nikolaj Coster-Waldau,Maria Doyle Kennedy, Larry Mullen Jr.","1,000 Times Good Night",Erik Poppe,840,117 minutes
"Comedy, Drama",2014.0,"Tyler James Williams,Tessa Thompson,Teyonah Parris,Brandon P. Bell,Kyle Gallner,Dennis Haysbert",Dear White People,Justin Simien,841,100 minutes
"Animation, Drama, Fantasy",2014.0,,The Tale of The Princess Kaguya,Isao Takahata,842,137 minutes
Drama,2014.0,"Jason Schwartzman,Elisabeth Moss,Jonathan Pryce,Krysten Ritter,Joséphine de La Baume,Jess Weixler,Kate Lyn Sheil,Dree Hemingway,Keith Poulson",Listen Up Philip,Alex Ross Perry,843,108 minutes
"Comedy, Drama",2014.0,"Michael Keaton,Emma Stone,Zach Galifianakis,Edward Norton,Naomi Watts,Amy Ryan",Birdman,Alejandro González Iñárritu,844,119 minutes
"Comedy, Drama, Music",2014.0,"Billy Crudup,Anton Yelchin,Felicity Huffman,Selena Gomez,Laurence Fishburne,William H. Macy",Rudderless,William H. Macy,845,105 minutes
Documentary,2014.0,,Private Violence,Cynthia Hill,846,81 minutes
"Drama, Thriller",2014.0,"John Gallagher Jr.,Kate Lyn Sheil,David Call,Louisa Krause,Roderick Hill,Halley Wegryn-Gross",The Heart Machine,Zachary Wigon,847,85 minutes
Thriller,2014.0,"Kate Beckinsale,Michael Caine,Jim Sturgess,Ben Kingsley,Brendan Gleeson,David Thewlis,Jason Flemyng",Stonehearst Asylum,Brad Anderson,848,112 minutes
Drama,2014.0,"Sabine Azema,Hippolyte Girardot,Caroline Sihol,Michel Vuillermoz,Andre Dussollier",Life of Riley,Alain Resnais,849,108 minutes
"Drama, Thriller",2014.0,"Shailene Woodley,Eva Green,Christopher Meloni,Shiloh Fernandez,Gabourey Sidibe,Thomas Jane,Angela Bassett,Dale Dickey,Sheryl Lee",White Bird in a Blizzard,Gregg Araki,850,91 minutes
Documentary,2014.0,,Citizenfour,Laura Poitras,851,114 minutes
Drama,2014.0,"Johannes Kuhnke,Lisa Loven Kongsli,Clara Wettergren,Vincent Wettergren,Brady Corbet",Force Majeure,Ruben Östlund,852,118 minutes
Horror,2014.0,"Olivia Cooke,Ana Coto,Daren Kagasoff",Ouija,Stiles White,853,89 minutes
"Action, Thriller",2014.0,"Keanu Reeves,Michael Nyqvist,Alfie Allen,Willem Dafoe,Dean Winters,Adrianne Palicki,Bridget Moynahan,John Leguizamo,Ian McShane,Lance Reddick",John Wick,"David Leitch,Chad Stahelski",854,101 minutes
Comedy,2014.0,"Keira Knightley,Sam Rockwell,Chloë Grace Moretz,Mark Webber,Ellie Kemper,Jeff Garlin,Kaitlyn Dever",Laggies,Lynn Shelton,855,100 minutes
Drama,2014.0,"Lena Headey,Elle Fanning,Taryn Manning,Peter Dinklage,John Hawkes,Glenn Close,Michael Peter Balzary,Tim Daly,Anaya Floyd Flea",Low Down,Jeff Preiss,856,119 minutes
Documentary,2014.0,,Point and Shoot,Marshall Curry,857,83 minutes
