"genre","year","actors","movie_name","directors","id","duration"
"Action","2014","Mukul Dev, Babbu Mann, Yograj Singh","Baaz","Simerjit Singh",558,"142 min "
"Action, Drama","2014","Hae-In Jung, Dong-hae Lee, Ji-hyun Nam","The Youth","Seong-su Ju",559,"125 min "
"Action","2014","Vijay, Kajal Agarwal, Mohanlal","Policewala Gunda 2","R.T. Neason",560,"156 min "
"Action, Adventure, Horror","2013","John Rhys-Davies, David Charvet, Carmen Chaplin","Prisoners of the Sun","Roger Christian",561,"85 min "
"Action, Comedy, Sci-Fi","2013","Ryan Reynolds, Jeff Bridges, Mary-Louise Parker","R.I.P.D.","Robert Schwentke",562,"96 min "
"Action, Crime, Drama","2013","Christopher Walken, Juvenile, Christian Slater","The Power of Few","Leone Marucci",563,"96 min "
"Action, Drama, Thriller","2013","Dwayne Johnson, Susan Sarandon, Jon Bernthal","Snitch","Ric Roman Waugh",564,"112 min "
"Action, Adventure, Fantasy","2013","Tara Cardinal, David Mackey, Ray Eddy","Legend of the Red Reaper","Tara Cardinal",565,"99 min "
"Action, Drama","2013","Jeanette Roxborough, Martin Kove, Louis Mandylor","Bare Knuckles","Eric Etebari",566,"90 min "
"Action, Adventure, Horror","2013","Bai Ling, Warren Kole, Dustin Nguyen","Game of Assassins","Matt Eskandari",567,"80 min "
"Action, Biography, Drama","2013","Mark Wahlberg, Taylor Kitsch, Emile Hirsch","Lone Survivor","Peter Berg",568,"121 min "
"Action, Horror, Sci-Fi","2013","Kevin Zegers, Laurence Fishburne, Bill Paxton","The Colony","Jeff Renfroe",569,"95 min "
"Action, Comedy, Horror","2013","Brennan Elliott, Michael Bailey Smith, Brad Dourif","Blood Shot","Dietrich Johnston",570,"96 min "
"Action, Adventure, Western","2013","Johnny Depp, Armie Hammer, William Fichtner","The Lone Ranger","Gore Verbinski",571,"149 min "
"Action, Comedy, Sci-Fi","2013","Simon Pegg, Nick Frost, Martin Freeman","The World's End","Edgar Wright",572,"109 min "
"Action, Drama, Mystery","2013","Josh Brolin, Elizabeth Olsen, Samuel L. Jackson","Oldboy","Spike Lee",573,"104 min "
"Action, Crime, Drama","2013","Sean Penn, Ryan Gosling, Emma Stone","Gangster Squad","Ruben Fleischer",574,"113 min "
"Action, Adventure, Drama","2013","Keanu Reeves, Hiroyuki Sanada, Ko Shibasaki","47 Ronin","Carl Rinsch",575,"128 min "
"Action, Adventure, Horror","2013","Jana Mashonee, Lorenzo Lamas, Cole Brown","Raptor Ranch","Dan Bishop",576,"90 min "
"Action, Thriller, War","2013","Tom Kiesche, John Posey, Weetus Cren","W.M.D.","Richard Halpern",577,"90 min "
"Action, Crime, Drama","2013","Saif Ali Khan, Anil Kapoor, John Abraham","Race 2","Abbas Alibhai Burmawalla",578,"150 min "
"Action, Adventure, Sci-Fi","2013","Chris Pine, Zachary Quinto, Zoe Saldana","Star Trek Into Darkness","J.J. Abrams",579,"132 min "
"Action, Horror, Thriller","2013","Kane Hodder, Tiffany Shepis, Rena Riffel","Exit to Hell","Robert Conway",580,"81 min "
"Action, Sci-Fi, Thriller","2013","Vin Diesel, Karl Urban, Katee Sackhoff","Riddick","David Twohy",581,"119 min "
"Action, Horror, Sci-Fi","2013","Paul McCarthy-Boyington, Eddie McGee, Trista Robinson","The Human Race","Paul Hough",582,"87 min "
"Action, Fantasy, Horror","2013","Jeremy Renner, Gemma Arterton, Peter Stormare","Hansel & Gretel: Witch Hunters","Tommy Wirkola",583,"88 min "
"Action, Adventure, Sci-Fi","2013","Hugh Jackman, Will Yun Lee, Tao Okamoto","The Wolverine","James Mangold",584,"126 min "
"Action, Biography, Drama","2013","Tony Chiu Wai Leung, Ziyi Zhang, Jin Zhang","The Grandmaster","Kar Wai Wong",585,"130 min "
"Action, Drama, Thriller","2013","Robert De Niro, John Travolta, Milo Ventimiglia","Killing Season","Mark Steven Johnson",586,"91 min "
"Action, Drama, Horror","2013","Marguerite Sundberg, Michael Flores, Mark Chiappone","Germ","J.T. Boone",587,"80 min "
"Action, Crime, Thriller","2013","Christian Slater, Sofya Skya, Cole Hauser","Assassins Run","Robert Crombie",588,"88 min "
"Action, Drama, History","2013","Jonas Armstrong, Ben Kingsley, Hannah Tointon","Walking with the Enemy","Mark Schmidt",589,"124 min "
"Action, Crime, Thriller","2013","Jeremy Ray Valdez, Walter Perez, Fernanda Romero","Line of Duty","Bryan Ramirez",590,"100 min "
"Action, Adventure, Fantasy","2013","Lily Collins, Jamie Campbell Bower, Robert Sheehan","The Mortal Instruments: City of Bones","Harald Zwart",591,"130 min "
"Action, Crime, Thriller","2013","Arnold Schwarzenegger, Forest Whitaker, Johnny Knoxville","The Last Stand","Jee-woon Kim",592,"107 min "
"Action, Drama, Thriller","2013","James Frain, Sofia Black-D'Elia, Lydia Leonard","Born of War","Vicky Jewson",593,"109 min "
"Action, Adventure","2013","Christy Oldham, Pippa Hinchley, Kaden Graves","Barracuda","Christy Oldham",594,"94 min "
"Action, Adventure, Sci-Fi","2013","Dwayne Johnson, Channing Tatum, Adrianne Palicki","G.I. Joe: Retaliation","Jon M. Chu",595,"110 min "
"Action, Crime","2013","Armand Assante, William DeMeo, Cathy Moriarty","Once Upon a Time in Brooklyn","Paul Borghese",596,"116 min "
"Action, Crime, Thriller","2013","Bruce Willis, Jai Courtney, Sebastian Koch","A Good Day to Die Hard","John Moore",597,"98 min "
"Action, Drama, War","2013","Andrzej Tkacz, Kamil Tkacz, Elisabeth Duda","Lauf Junge lauf","Pepe Danquart",598,"112 min "
"Action","2013","Gabe Fazio, Bruce Kirkpatrick, Ed Setrakian","Blue Collar Boys","Mark Nistico",599,"93 min "
"Action, Horror, Thriller","2013","Kirk Anderson, Daniel Baldwin, Michael Chinn","After Effect","David McElroy",600,"95 min "
"Action, Drama, Thriller","2013","Ted Levine, Spencer Treat Clark, Nick Eversman","Deep Dark Canyon","Abe Levy",601,"90 min "
"Action, Thriller","2013","John Cusack, Malin Akerman, Liam Cunningham","The Numbers Station","Kasper Barfoed",602,"89 min "
"Action, Comedy, Horror","2013","Alan Bagh, Whitney Moore, Thomas Favaloro","Birdemic 2: The Resurrection","James Nguyen",603,"90 min "
"Action, Crime, Thriller","2013","James McAvoy, Mark Strong, Andrea Riseborough","Welcome to the Punch","Eran Creevy",604,"99 min "
"Action, Crime, Drama","2013","Evan James, Amber Noelle, Ricky Harris","Mid Life Gangster","Ted Grouya",605,"95 min "
"Action, Adventure, Comedy","2013","Jason Sudeikis, Jennifer Aniston, Emma Roberts","We're the Millers","Rawson Marshall Thurber",606,"110 min "
"Action, Sci-Fi","2013","Harrison Ford, Asa Butterfield, Hailee Steinfeld","Ender's Game","Gavin Hood",607,"114 min "
"Action, Sci-Fi, Thriller","2013","Lance Henriksen, Amy Hathaway, John Savage","Alien Rising","Dana Schroeder",608,"93 min "
"Action, Comedy, Crime","2013","Paul Walker, Norman Reedus, Elijah Wood","Pawn Shop Chronicles","Wayne Kramer",609,"112 min "
"Action, Horror, Sci-Fi","2013","Nathyn Masters, Marissa Joy, Leena Kurishingal","Epitaph: Bread and Salt","Nathyn Masters",610,"90 min "
"Action, Adventure, Fantasy","2013","Dominic Purcell, Natassia Malthe, Craig Fairbrass","Vikingdom","Yusry Abd Halim",611,"114 min "
"Action, Drama, Sci-Fi","2013","Tom Sizemore, Wilbur Fitzgerald, Alex Van","Remnants","Tim Szczesniak",612,"92 min "
"Action, Adventure, Sci-Fi","2013","Jaden Smith, David Denman, Will Smith","After Earth","M. Night Shyamalan",613,"100 min "
"Action, Comedy, Crime","2013","Bruce Willis, Helen Mirren, John Malkovich","RED 2","Dean Parisot",614,"116 min "
"Action, Drama, Thriller","2013","Shaan Shahid, Hamza Abbasi, Shamoon Abbasi","Waar","Bilal Lashari",615,"130 min "
"Action, Horror, Thriller","2013","Peter Hooten, Brian Kahrs, Mike Kradlak","House of Blood","John Rusnak",616,"88 min "
"Action, Comedy, Sci-Fi","2013","Greg Grunberg, Lin Shaye, Ruben Pla","Big Ass Spider!","Mike Mendez",617,"80 min "
"Action, Crime, Thriller","2013","Aamir Khan, Katrina Kaif, Abhishek Bachchan","Dhoom:3","Vijay Krishna Acharya",618,"172 min "
"Action, Drama, Thriller","2013","Anna Paquin, Liana Liberato, Ava Acres","Free Ride","Shana Betz",619,"86 min "
"Action, Mystery, Thriller","2013","Dougray Scott, Kara Tointon, Iddo Goldberg","Last Passenger","Omid Nooshin",620,"97 min "
"Action, Comedy, Horror","2013","Danielle Harris, Kane Hodder, Zach Galligan","Hatchet III","BJ McDonnell",621,"81 min "
"Action, Crime, Drama","2013","Akshay Kumar, Imran Khan, Sonakshi Sinha","Once Upon a Time in Mumbai Dobaara!","Milan Luthria",622,"160 min "
"Action, Crime, Drama","2013","Jason Statham, Agata Buzek, Vicky McClure","Redemption","Steven Knight",623,"100 min "
"Action, Horror, Sci-Fi","2013","Luke Hobson, Nicky Paul Barton, Roger Fowler","Infected","Andrew Gilbert",624,"116 min "
"Action, Crime, Thriller","2013","Jason Statham, Jennifer Lopez, Michael Chiklis","Parker","Taylor Hackford",625,"118 min "
"Action, Crime, Thriller","2013","Vin Diesel, Paul Walker, Dwayne Johnson","Fast & Furious 6","Justin Lin",626,"130 min "
"Action, Thriller","2013","Paul Walker, Naima McLean, Gys de Villiers","Vehicle 19","Mukunda Michael Dewil",627,"82 min "
"Action, Drama, Thriller","2013","Camilla Belle, Andy Garcia, Colin Egglesfield","Open Road","Marcio Garcia",628,"85 min "
"Action, Horror, Sci-Fi","2013","Robert Gwilym, Hon Ping Tang, Alexander Mercury","Frankenstein's Army","Richard Raaphorst",629,"84 min "
"Action","2013","Tony Jaa, RZA, Petchtai Wongkamlao","Warrior King 2","Prachya Pinkaew",630,"104 min "
"Action, Drama, Romance","2013","Manny Perez, Angel Amaral, Vivica A. Fox","Greencard Warriors","Miriam Kruishoop",631,"90 min "
"Action, Comedy","2013","Alejandro Salomon, John Henry Whitaker, Casey O'Keefe","Martial Science","Frederick Cipoletti",632,"88 min "
"Action, Drama, War","2013","Mariya Smolnikova, Yanina Studilina, Pyotr Fyodorov","Stalingrad","Fedor Bondarchuk",633,"131 min "
"Action, Comedy, Crime","2013","Mark Wahlberg, Dwayne Johnson, Anthony Mackie","Pain & Gain","Michael Bay",634,"129 min "
"Action, Adventure, Drama","2013","Kyle Catlett, Helena Bonham Carter, Judy Davis","The Young and Prodigious T.S. Spivet","Jean-Pierre Jeunet",635,"105 min "
"Action, Crime, Thriller","2013","Danny Trejo, Alexa PenaVega, Mel Gibson","Machete Kills","Robert Rodriguez",636,"107 min "
"Action, Horror, Thriller","2013","John Jarratt, Ryan Corr, Shannon Ashlyn","Wolf Creek 2","Greg McLean",637,"106 min "
"Action, Comedy, Crime","2013","Carly Pope, Samaire Armstrong, Diora Baird","Concrete Blondes","Nicholas Kalikow",638,"92 min "
"Action, Drama","2013","Tiger Hu Chen, Keanu Reeves, Karen Mok","Man of Tai Chi","Keanu Reeves",639,"105 min "
"Action, Adventure, Drama","2013","Robert Redford","All Is Lost","J.C. Chandor",640,"106 min "
"Action, Adventure, Sci-Fi","2013","Cian Barry, Alix Wilton Regan, Nik Xhelilaj","Real Playing Game","Tino Navarro",641,"103 min "
"Action, Biography, Drama","2013","Alvaro Orlando, Danny Trejo, Steven Bauer","Counterpunch","Kenneth Castillo",642,"97 min "
"Action, Crime, Drama","2013","Terence Anderson, Marcus Boyea, Oliver Cotton","Gangs of Tooting Broadway","Devanand Shanmugam",643,"86 min "
"Action, Crime, Romance","2013","Neil Nitin Mukesh, Ameesha Patel, Puja Gupta","Shortcut Romeo","Susi Ganesan",644,"146 min "
"Action, Drama, Thriller","2013","Veronica Diaz-Carranza, Melissa Cordero, Q'orianka Kilcher","Blaze You Out","Mateo Frazier",645,"98 min "
"Action, Horror, Sci-Fi","2013","Christian Boeving, Mike Mitchell, Tara Cardinal","Apocalypse Z","Luca Boni",646,"90 min "
"Action, Crime, Drama","2013","Kellan Lutz, Verdi Solaiman, Mickey Rourke","Java Heat","Conor Allyn",647,"104 min "
"Action, Crime, Drama","2013","Colin Farrell, Noomi Rapace, Dominic Cooper","Dead Man Down","Niels Arden Oplev",648,"118 min "
"Action, Drama, War","2013","Owain Arthur, Nicholas Beveney, Daniel Fraser","The Patrol","Tom Petch",649,"83 min "
"Action, Thriller","2013","Ben Kingsley, Ben Cross, Patrick Rutnam","A Common Man","Chandran Rutnam",650,"86 min "
"Action, Comedy, Romance","2013","Deepika Padukone, Shah Rukh Khan, Satyaraj","Chennai Express","Rohit Shetty",651,"141 min "
"Action, Crime","2013","Amy Manson, Ian Whyte, Stephen Tompkinson","Harrigan","Vince Woods",652,"97 min "
"Action, Crime, Drama","2013","Donnie Yen, Tian Jing, Andy On","Special ID","Clarence Yiu-leung Fok",653,"99 min "
"Action, Horror","2013","Paul Logan, Ralitsa Paskaleva, Georgi Staykov","Code Red","Valeri Milev",654,"91 min "
"Action, Adventure, Comedy","2013","Mike Dusi, Robin Charters, Kristen Mallette","Mikeyboy","Chris Berkenkamp",655,"90 min "
"Action","2013","Pascal, Leif Gantvoort, Madeleine Wade","Gone Dark","Pascal",656,"78 min "
"Action","2013","Kazu Patrick Tang, Johan Kirsten, Macha Polivka","Dragonwolf","Raimund Huber",657,"120 min "
"Action, Crime, Thriller","2013","Ethan Hawke, Selena Gomez, Jon Voight","Getaway","Courtney Solomon",658,"90 min "
"Action, Crime, Thriller","2013","Vivek Oberoi, Sanjay Dutt, Arshad Warsi","Zila Ghaziabad","Anand Kumar",659,"142 min "
"Action, Crime, Drama","2013","Liam Hemsworth, Michael Angarano, Dwayne Johnson","Empire State","Dito Montiel",660,"94 min "
"Action","2013","Luke Treadaway, Emily Atack, Craig Fairbrass","Get Lucky","Sacha Bennett",661,"86 min "
"Action, Horror, Sci-Fi","2013","Nikki Bell, Julie Chen, Nicole Cinaglia","Alpha Girls","Tony Trov",662,"90 min "
"Action","2013","Cuba Gooding Jr., Emmanuelle Vaugier, Evert McQueen","Absolute Deception","Brian Trenchard-Smith",663,"92 min "
"Action, Adventure, Fantasy","2013","Giannis Rouboulias, Constantina Georganta, Georgia Giannakoudi","The Dragonphoenix Chronicles: Indomitable","Thanos Kermitsis",664,"126 min "
"Action, Drama, War","2013","Johan Earl, Tim Pocock, Martin Copping","Battle Ground","Johan Earl",665,"95 min "
"Action, Adventure, Comedy","2013","Jean-Claude Van Damme, Adam Brody, Rob Huebel","Welcome to the Jungle","Rob Meltzer",666,"95 min "
"Action, Adventure, History","2013","Charlie Bewley, Alexandra Dowling, Clive Standen","Hammer of the Gods","Farren Blackburn",667,"99 min "
"Action, Adventure, Crime","2013","Pooja Kumar, Miles Anderson, Kamal Haasan","Vishwaroopam","Kamal Haasan",668,"148 min "
"Action, Comedy","2013","Junior N.T.R., Kajal Agarwal, Navdeep","Baadshah","Sreenu Vaitla",669,"164 min "
"Action, Sci-Fi, Thriller","2013","Holt Boggs, Bryan Chatlien, Larry Jack Dotson","The Underneath","Brian T. Jaynes",670,"88 min "
"Action, Adventure, Horror","2013","Dolph Lundgren, Melanie Zanetti, Matt Doran","Battle of the Damned","Christopher Hatton",671,"88 min "
"Action, Romance, Thriller","2013","William Moseley, Kelsey Asbille, Edoardo Ballerini","Run","Simone Bartesaghi",672,"90 min "
"Action, Horror, Sci-Fi","2013","Jason John Beebe, Robert Bozek, Bill Brown","Ombis: Alien Invasion","Adam R. Steigert",673,"85 min "
"Action, Adventure, Comedy","2013","Scout Taylor-Compton, Lucas Till, Sean Whalen","Wet and Reckless","Jason Trost",674,"87 min "
"Action, Adventure, Fantasy","2013","Tara Cardinal, Alicen Holden, Christian Boeving","Scarlet Samurai: Incarnation","Tara Cardinal",675,"89 min "
"Action, Thriller","2013","Chase Williamson, Ashley Bell, Clancy Brown","Sparks","Todd Burrows",676,"90 min "
"Action, Adventure, Crime","2013","Jack Topalian, Eric Roberts, Oleg Taktarov","Betrayal","Jack Topalian",677,"90 min "
"Action, Adventure, Fantasy","2013","Danielle Chuchran, Richard McWilliams, Paul D. Hunt","SAGA: Curse of the Shadow","John Lyde",678,"111 min "
"Action, Drama, Family","2013","Kris Kristofferson, Jodelle Ferland, Chelah Horsdal","Midnight Stallion","William Dear",679,"97 min "
"Action, Fantasy","2013","Luke Roberts, Jon Voight, Kelly Wenham","Dracula: The Dark Prince","Pearry Reginald Teo",680,"100 min "
"Action, Horror, Thriller","2013","Jade Elysan, Alan Del Tufo, Carson Dougherty","Eternal Damn Nation","Alan Del Tufo",681,"82 min "
"Action, Sci-Fi","2013","Clint Glenn Hummel, Maria Aceves, Joshua DesRoches","Alien Battlefield","Thomas Dixon",682,"87 min "
"Action, Crime","2013","John Abraham, Kangana Ranaut, Anil Kapoor","Shootout at Wadala","Sanjay Gupta",683,"155 min "
"Action, Horror","2013","Laci J Mailey, Terry Chen, Alain Chanoine","Evil Feed","Kimani Ray Smith",684,"90 min "
"Action, Thriller","2013","Gerard Butler, Aaron Eckhart, Morgan Freeman","Olympus Has Fallen","Antoine Fuqua",685,"119 min "
"Action, Horror, Sci-Fi","2013","Gary Stretch, Corin Nemec, Vernon Wells","Rise of the Dinosaurs","Anthony Fankhauser",686,"83 min "
"Action, Thriller","2013","Suriya, Anushka Shetty, Hansika Motwani","Singam 2","Hari",687,"166 min "
"Horror, Mystery, Thriller","2013","Clif Prowse, Derek Lee, Michael Gill","Afflicted","Derek Lee",688,"85 min "
"Animation, Action, Adventure","2013","Ed Skudder, Zack Keller, Eric Bauza","Dick Figures: The Movie","Zack Keller",689,"73 min "
"Action, Crime, Drama","2013","Jason Statham, James Franco, Winona Ryder","Homefront","Gary Fleder",690,"100 min "
"Action, Thriller","2013","Brendan Fraser, Dominic Purcell, Ethan Suplee","Breakout","Damian Lee",691,"89 min "
"Action, Adventure, Thriller","2013","Gareth John Bale, Ian Dicks, Richard Elfyn","A Viking Saga: The Darkest Day","Chris Crow",692,"88 min "
"Action","2013","Joey Azzi, Antonia Badon, Ryan Bonnick","Angels Around Me","Stephen Stix Josey",693,"93 min "
"Action, Adventure, Drama","2013","Robin Dunne, Amy Bailey, Mia Nordstrom","Supercollider","Jeffery Scott Lando",694,"90 min "
"Action, Adventure, Crime","2013","Hunter Ives, Korrina Rico, Ken Davitian","Abstraction","Prince Bagdasarian",695,"100 min "
"Action, Mystery, Thriller","2013","Dillaran Martin, Ron Pucillo, Tim Taylor","Painkiller","Berenika Maciejewicz",696,"80 min "
"Action, Crime, Drama","2013","Greg Terzakis, Yannis Bostantzoglou, Giorgos Giannopoulos","The Final Payoff","Alexander Leontaritis",697,"118 min "
"Action, Adventure, Fantasy","2013","Rusty Joiner, Masiela Lusha, Wesley John","Dragonfyre","Kohl Glass",698,"97 min "
"Action, Drama, Thriller","2013","Channing Tatum, Jamie Foxx, Maggie Gyllenhaal","White House Down","Roland Emmerich",699,"131 min "
"Action, Comedy, Crime","2013","Joey Yusuf Rasdien, David Kau, David Kibuuka","Blitzpatrollie","Andrew Wessels",700,"109 min "
"Action, Drama, Sci-Fi","2013","Dane Bowman, Claire Gordon-Harper, Johnathan Hurley","Echo Dr.","Patrick Ryan Sims",701,"81 min "
"Action, Comedy","2013","Ajay Devgn, Tamannaah Bhatia, Mahesh Manjrekar","Courageous","Sajid Khan",702,"150 min "
"Action, Crime, Drama","2013","Ken Watanabe, Yukiyoshi Ozawa, Jun Kunimura","Unforgiven","Sang-il Lee",703,"135 min "
"Action, Adventure, Horror","2013","Robert Amstler, Nadia Lanfranconi, Anthony Sant'Anselmo","Alien Showdown: The Day the Old West Stood Still","Rene Perez",704,"80 min "
"Action, Drama, Thriller","2013","Marian Sorensen, Kevin McCorkle, Drew Howerton","The Daughter","Jonathan M. Levine",705,"86 min "
"Action, Drama, Thriller","2013","Jung-woo Ha, Suk-kyu Han, Seung-beom Ryu","The Berlin File","Seung-wan Ryoo",706,"120 min "
"Action, Thriller","2013","Ram Charan, Priyanka Chopra, Sanjay Dutt","Zanjeer","Apoorva Lakhia",707,"137 min "
"Action, Crime, Drama","2013","'Chiyaan' Vikram, Neil Nitin Mukesh, Vinay Virmani","David","Bejoy Nambiar",708,"155 min "
"Animation, Action, Fantasy","2013","Jon Avner, JB Blanc, Jamison Boaz","Berserk: The Golden Age Arc III - The Advent","Toshiyuki Kubooka",709,"110 min "
"Action, Crime, Drama","2013","Raj Babbar, Mahie Gill, Mugdha Godse","Saheb Biwi Aur Gangster Returns","Tigmanshu Dhulia",710,"142 min "
"Action","2013","Arlington Lane II, Brayden Patterson, Cali Cravens","Hercules: The Brave and the Bold","David A. Malone",711,"75 min "
"Action","2013","Arlington Lane II, Brayden Patterson, Cali Cravens","Hercules: The Brave and the Bold","David A. Malone",712,"75 min "
"Action, Drama","2013","Ken Duken, Dagny Dewath, Matthias Koeberlin","Robin Hood","Martin Schreier",713,"92 min "
"Action, Adventure, Crime","2013","Jeff Black, David Della Rocco, Robert Chico Mora","Dead in 5 Heartbeats","Jeff Santo",714,"111 min "
"Action, Drama, Thriller","2013","Dominic Purcell, Erin Karpluk, Edward Furlong","Assault on Wall Street","Uwe Boll",715,"99 min "
"Action, Adventure","2013","Scott Adkins, Dolph Lundgren, Yi Huang","Legendary","Eric Styles",716,"92 min "
"Action, Comedy, Romance","2013","Shahid Kapoor, Sonakshi Sinha, Sonu Sood","R... Rajkumar","Prabhudheva",717,"146 min "
"Action, Sci-Fi, Thriller","2013","Kate Leinster, Udana Fonseka, Brenden Carson","Re-Entry: Grey Zone","Ray Jay",718,"100 min "
"Action, Sci-Fi, Thriller","2013","Matthew Marsden, Kristanna Loken, Christian Pitre","Bounty Killer","Henry Saine",719,"92 min "
"Action, Comedy","2013","Solvan Naim, Rob Morgan, Kelvin Hale","Full Circle","Olli Koivula",720,"83 min "
"Action","2013","Jill Andre, Katherine Bailess, I. Elijah Baughman","2 Dead 2 Kill","Michael J. Hach",721,"90 min "
"Action, Fantasy, Horror","2013","Tom Ardavany, Ronnie Gene Blevins, Ernie Charles","Avenged","Michael S. Ojeda",722,"95 min "
"Action, Adventure, Drama","2013","Dominic Purcell, Ralitsa Paskaleva, Daria Simeonova","In the Name of the King 3: The Last Job","Uwe Boll",723,"86 min "
"Action, Adventure, Horror","2013","Fivel Stewart, Booboo Stewart, Eric Roberts","Hansel & Gretel: Warriors of Witchcraft","David DeCoteau",724,"83 min "
"Action","2013","Ted Prior, Tara Kleinpeter, David Campbell","Deadliest Prey","David A. Prior",725,"80 min "
"Action, Thriller","2013","Irrfan Khan, Rishi Kapoor, Arjun Rampal","D-Day","Nikhil Advani",726,"153 min "
"Action, Thriller","2013","Eric Breker, Cory Rempel, Dalias Blake","Captive","Jordan Brown",727,"88 min "
"Action, Thriller","2013","Eric Breker, Cory Rempel, Dalias Blake","Captive","Jordan Brown",728,"88 min "
"Action, Sci-Fi, War","2013","Andrew J McGuinness, Marlene Mc'Cohen, Jenny Allford","Captain Battle: Legacy War","David Palmieri",729,"90 min "
"Action, Horror, Western","2013","Nathan Staveley, Bear Vash, Diana Gomez","Bloody Border","Bryan C. Goff",730,"92 min "
"Action, Drama","2013","Restin Burk, Kate Randall, Micheal Willbanks","My Son","Jarod O'Flaherty",731,"110 min "
"Action, Adventure, Fantasy","2013","Corin Nemec, Victoria Pratt, Mia Faith","Dracano","Kevin O'Neill",732,"91 min "
"Action, Thriller","2013","Tom Everett Scott, Jean-Claude Van Damme, Orlando Jones","Enemies Closer","Peter Hyams",733,"85 min "
"Action, Adventure","2013","Greg Chandler Maness, Burton Perez, Malcolm McDowell","Richard The Lionheart","Stefano Milla",734,"100 min "
"Action, Crime, Thriller","2013","Nan Yu, Zolani Mahola, Quanita Adams","Cold Harbour","Carey McKenzie",735,"73 min "
"Action, Romance","2013","Naga Chaitanya Akkineni, Suneel, Tamannaah Bhatia","Tadakha","Kishore",736,"147 min "
"Action, Drama, Mystery","2013","Jun'ichi Okada, Haruma Miura, Mao Inoue","The Eternal Zero","Takashi Yamazaki",737,"144 min "
"Action, Comedy, Crime","2013","Sandra Bullock, Michael McDonald, Melissa McCarthy","The Heat","Paul Feig",738,"117 min "
"Action, Adventure, Fantasy","2013","Phil Andros, Danica Barker, Johnny Bobesich","Unearthly","Robert McCallum",739,"93 min "
"Action, Adventure, Family","2013","Georg Sulzer, Maya Lauterbach, Samuel Jakob","V8 - Du willst der Beste sein","Joachim Masannek",740,"106 min "
"Action","2013","David A.R. White, Brian Bosworth, Eric Roberts","Revelation Road: The Beginning of the End","Gabriel Sabloff",741,"88 min "
"Action, Crime, Drama","2013","Sean Young, Tony Lo Bianco, Russ Camarda","Send No Flowers","Fred Carpenter",742,"95 min "
"Action, Drama","2013","Benjamin Alldridge, Daniel Cason, Ian Chinsee","House of Cards","Ian Chinsee",743,"107 min "
"Action, Crime, Thriller","2013","Jennifer Barnes, Marcus Bishop-Wright, Justin Brown","Pearl","Guy Patton",744,"80 min "
"Action, Adventure, Comedy","2013","Saif Ali Khan, Kunal Khemu, Vir Das","Go Goa Gone","Krishna D.K.",745,"111 min "
"Action, Drama","2013","Sunny Deol, Amrita Rao, Urvashi Rautela","Singh Saab the Great","Anil Sharma",746,"134 min "
"Action, Horror, Thriller","2013","Alan Baptiste, Dustin Lee Burgess, Ben Chapman","Jengo Hooper","Joe Wheeler",747,"92 min "
"Action, Comedy, Horror","2013","Danny Trejo, Martin Copping, Clare Niederpruem","Zombie Hunter","K. King",748,"93 min "
"Action, Crime, Thriller","2013","Scott Adkins, Kane Kosugi, Mika Hijii","Ninja: Shadow of a Tear","Isaac Florentine",749,"95 min "
"Action, Crime, Romance","2013","Andy Lau, Chiling Lin, Jingchu Zhang","Switch","Jianjun Sun",750,"120 min "
"Action, Crime, Drama","2013","Roy Dupuis, Remo Girone, Samian","Roche papier ciseaux","Yan Lanouette Turgeon",751,"115 min "
"Action, Drama","2013","Prabhas, Anushka Shetty, Richa Gangopadhyay","Mirchi","Koratalla Siva",752,"155 min "
"Action, Biography, Drama","2013","Anthony Chau-Sang Wong, Gillian Chung, Jordan Chan","Ip Man: The Final Fight","Herman Yau",753,"100 min "
"Action, Crime, Drama","2013","Dolph Lundgren, Vinnie Jones, Randy Couture","Ambushed","Giorgio Serafini",754,"96 min "
"Action, Crime, Thriller","2013","Sudeep, Jagapathi Babu, Bhavana","Bachchan","Shashank",755,"145 min "
"Action, Crime, Drama","2013","Dolph Lundgren, Billy Zane, Gianni Capaldi","Blood of Redemption","Giorgio Serafini",756,"85 min "
"Action, Comedy, Drama","2013","Dharmendra, Sunny Deol, Bobby Deol","Yamla Pagla Deewana 2","Sangeeth Sivan",757,"154 min "
"Action, Sci-Fi","2013","Casper Van Dien, Michael Beach, Sarah Lieving","500 MPH Storm","Daniel Lusko",758,"86 min "
"Action, Sci-Fi","2013","Treat Williams, Ronny Cox, Jillian Rose Reed","Age of Dinosaurs","Joseph J. Lawson",759,"88 min "
"Action","2013","Cynthia Rothrock, Jarrid Balis, Brandon Schinaman","Badass Showdown","David DeCoteau",760,"75 min "
"Action, Adventure, Drama","2013","Dustin Nguyen, Veronica Ngo, Roger Yuan","Once Upon a Time in Vietnam","Dustin Nguyen",761,"102 min "
"Action, Sci-Fi","2013","Jeff Fahey, Sara Malakul Lane, Marc Ewins","100 Degrees Below Zero","R.D. Braunstein",762,"89 min "
"Action, Horror, Thriller","2013","Diana Angelson, Christian Gehring, Christina Collard","Dracula: The Impaler","Derek Hockenbrough",763,"86 min "
"Action, Sci-Fi","2013","Tamer Hassan, Keith David, Elyse Levesque","Sons of Liberty","Drew Hall",764,"94 min "
"Action, Thriller","2013","Rody Claude, Kenny Low, Jessica Hegarty","Deadtime","Rody Claude",765,"98 min "
