id,title,cluster_id
22847,"Ann Med Interne (Paris)",0003410x
109181,"ANN. MED. INTERNE",0003410x
94098,"Annales De Médecine Interne",0003410x
94478,"ANNALES DE MEDECINE INTERNE",0003410x
96737,"Annales De Medecine Interne",0003410x
137572,"Ann. Med. Interne",0003410x
7003,"Acta Diabetologica",09405429
11313,"Acta diabetologica",09405429
32524,"Acta Diabetol.",09405429
36282,"Acta Diabetol",09405429
41407,"Arq. Bras. Cardiol.",0066782x
194975,"Arq. bras. cardiol",0066782x
12598,"Forest Ecology and Management",01
12601,"Applied Geography",01
12614,"Quaternary Research",01
12621,"FEMS Microbiology Ecology",01
16933,"Orthopaedics and Trauma",01
16994,"Russian Literature",01
17027,"Hand Clinics",01
17028,"Foot and Ankle Surgery",01
17068,"Seminars in Roentgenology",01
17092,"Surgical Oncology",01
17119,"Engineering Structures",01
17125,"Materials & Design",01
17144,"The Veterinary Journal",01
17148,"Acta Materialia",01
17175,"Experimental Neurology",01
17181,"Brain Research Bulletin",01
17209,"Orthopaedics & Trauma",01
56642,"Knowledge review",01
41747,"Eur. Heart J. Suppl.",1520765x
45507,"Eur Heart J Suppl",1520765x
108922,"Acta Univ Carol Med Monogr",05678250
16159,"Eur. J. Prev. Cardiol.",20474873
22638,"Eur J Prev Cardiol",20474873
7012,"The ISME journal",17517362
105853,"ISME J",17517362
40247,"ISME journal",17517362
42585,"Isme j",17517362
84886,"ISME Journal",17517362
112243,"ISME J.",17517362
133586,"Isme Journal",17517362
155917,"The ISME Journal",17517362
7012,"The ISME journal",17517370
9377,"The ISME journal",17517370
105853,"ISME J",17517370
40247,"ISME journal",17517370
84886,"ISME Journal",17517370
112243,"ISME J.",17517370
7013,"Child nephrology and urology",10126694
73644,"Child nephrology and urology",10126694
81536,"Child Nephrology & Urology",10126694
127904,"Child Nephrology and Urology",10126694
195941,"Child Nephrol Urol",10126694
7015,"Annales de Radiologie",00034185
16903,"Annales de radiologie",00034185
17298,"Annales De Radiologie",00034185
34642,"Ann Radiol (Paris)",00034185
24196,"Am J Hum Biol",10420533
38740,"Am. J. Human Biol.",10420533
34880,"Verh K Acad Geneeskd Belg",03026469
140428,"Verh. K. Acad. Geneeskd. Belg.",03026469
7021,"Molecular neurobiology",08937648
14672,"Molecular Neurobiology",08937648
34406,"Mol Neurobiol",08937648
38606,"Mol. Neurobiol.",08937648
188277,"Molecular Neurobiology.",08937648
7021,"Molecular neurobiology",15591182
7204,"Molecular neurobiology",15591182
38606,"Mol. Neurobiol.",15591182
188277,"Molecular Neurobiology.",15591182
23881,"Am J Hum Genet",00029297
112649,"AM. J. HUM. GENET.",00029297
43045,"Am. J. Hum. Genet.",00029297
7023,"Current Diabetes Reports",1189201203575
7023,"Current Diabetes Reports",15344827
11323,"Current diabetes reports",15344827
18242,"Curr Diab Rep",15344827
37413,"Curr. Diabetes Rep.",15344827
46774,"CURRENT DIABETES REPORTS",15344827
110384,"Curr Diabetes Rep",15344827
148034,"Current diabetes reports.",15344827
162972,"Curr. Diab. Rep.",15344827
7025,"Ernahrungs-Umschau",01740008
72981,"Ernahrungs Umschau",01740008
68701,"Yeni Tip Tarihi Arastirmalari",1300669x
23132,"Am J Forensic Med Pathol",01957910
62995,"Am. J. Forensic Med. Pathol.",01957910
63042,"AM. J. FORENSIC MED. PATHOL.",01957910
21391,"Ann Anat",09409602
46579,"ANNALS OF ANATOMY",09409602
137557,"Ann. Anat.",09409602
7030,"Annals of vascular surgery",08905096
21766,"Ann Vasc Surg",08905096
29334,"Ann. Vasc. Surg.",08905096
44977,"ANN. VASC. SURG.",08905096
169282,"Annals of Vascular Surgery.",08905096
7032,"Adler Museum bulletin",02582058
167569,"Adler Museum Bulletin",02582058
33309,"Morphologie",12860115
7034,"Survey of ophthalmology",00396257
34444,"Surv Ophthalmol",00396257
64179,"Surv. Ophthalmol.",00396257
64961,"SURV. OPHTHALMOL.",00396257
152829,"SURV OPHTHALMOL",00396257
7035,"Slavery & abolition",0144039x
151001,"Slavery and Abolition",0144039x
7037,"Journal of medical biography",17581087
154715,"Journal Of Medical Biography",17581087
36500,"Isis",00211753
144880,"ISIS",00211753
90724,"Acta Medicohistorica Adriatica",13344366
148241,"Acta Med Hist Adriat",13344366
7041,"Cytotechnology",09209069
40461,"Rev Hist Pharm (Paris)",00352349
7043,"Tüberküloz ve toraks",04941373
16829,"Tuberkuloz ve toraks",04941373
22709,"Tuberk Toraks",04941373
7045,"The Economic history review",00130117
15336,"Economic History Review",00130117
109784,"The Economic History Review",00130117
7046,"Holocaust and genocide studies",87566583
128292,"Holocaust and Genocide Studies",87566583
7047,"American anthropologist",00027294
14930,"American Anthropologist",00027294
36269,"Am Anthropol",00027294
40176,"Anadolu Kardiyoloji Derg.",13080032
45562,"Anadolu Kardiyoloji Derg",13080032
147595,"Journal of World History",10456007
77563,"J Hist Dent",10896287
7054,"Past & present",00312746
150970,"Past and Present",00312746
7055,"The American historical review",00028762
14919,"American Historical Review",00028762
7056,"Journal of design history",09524649
7057,"Osiris",03697827
119498,"OSIRIS",03697827
42605,"Turkiye Parazitol Derg",13006320
159580,"Turkiye parazitolojii dergisi",13006320
7059,"Patterns of prejudice",0031322x
52010,"Patterns of Prejudice",0031322x
7061,"Middle Eastern studies",00263206
151040,"Middle Eastern Studies",00263206
7062,"Journal of family history",03631990
28965,"Journal of Family History",03631990
97572,"J Fam Hist",03631990
7064,"Victorian studies",00425222
39714,"Zhonghua Yi Shi Za Zhi",02557053
7066,"Dynamis (Granada, Spain)",02119536
195810,"Dynamis",02119536
7067,"Acta chirurgica Belgica",00015458
7957,"Acta Chirurgica Belgica",00015458
20203,"Acta Chir Belg",00015458
45362,"Acta Chir. Belg.",00015458
152857,"ACTA CHIR BELG",00015458
201252,"Acta Chirurgica Belgica.",00015458
7068,"Journal of medical biography",09677720
36375,"J Med Biogr",09677720
144890,"Journal of Medical Biography",09677720
7069,"Legal medicine (Tokyo, Japan)",18734162
62968,"Legal Med.",18734162
139720,"Legal Medicine (Tokyo, Japan)",18734162
7070,"Medicina nei secoli",03949001
13121,"Inquinamento indoor.",03949001
7071,"Continuity and change",02684160
105413,"Continuity & Change",02684160
21434,"Homo",0018442x
7073,"Studia islamica",05855292
7074,"Archiv orientální",00448699
152375,"Archiv Orientalni",00448699
7075,"Zion",00444758
7076,"Surgical neurology",18793339
7077,"Pediatric neurosurgery",14230305
160171,"Pediatr. Neurosurg.",14230305
7078,"Genetic testing",10906576
105812,"Genet Test",10906576
37826,"Genetic Testing",10906576
7079,"New perspectives on Turkey",08966346
160129,"New Perspect Turk",08966346
7080,"Surgical neurology",00903019
17083,"Surgical Neurology",00903019
20276,"Surg Neurol",00903019
60777,"Surg. Neurol.",00903019
61619,"SURG. NEUROL.",00903019
94624,"SURGICAL NEUROLOGY",00903019
7081,"Environmental management",0364152x
14351,"Environmental Management",0364152x
112540,"ENVIRON. MANAGE.",0364152x
24240,"Environ Manage",0364152x
112118,"Environ. Manage.",0364152x
155124,"Environmental management.",0364152x
146275,"Eugenics, sex and the state",13698486
7086,"Die Pharmazie",00317144
21426,"Pharmazie",00317144
15085,"Sainte-Anne et ses jardins.",1255250x
15102,"Le Parc - hopital de Taverny.",1255250x
36589,"Yale J Biol Med",00440086
38787,"YALE J. BIOL. MED.",00440086
42159,"Yale J. Biol. Med.",00440086
7090,"Pharmaceutical historian",00791393
36414,"Pharm Hist (Lond)",00791393
36407,"J Physiol Sci",18806546
162856,"J. Physiol. Sci.",18806546
7092,"Acta physiologica Hungarica",0231424x
28429,"Acta Physiol Hung",0231424x
42471,"Acta Physiologica Hungarica",0231424x
60133,"ACTA PHYSIOL. HUNG.",0231424x
60725,"Acta Physiol. Hung.",0231424x
7093,"Resuscitation",03009572
24832,"ERC Guidelines",03009572
70143,"Resuscitation.",03009572
7094,"Urologia internationalis",00421138
32728,"Urol. Int.",00421138
39964,"Urol Int",00421138
43406,"UROL. INT.",00421138
20037,"Clin Orthop Relat Res",0009921x
40157,"Clin. Orthop. Relat. Res.",0009921x
142329,"CLIN. ORTHOP. RELAT. RES.",0009921x
18971,"Ann Fr Anesth Reanim",07507658
32955,"Ann. Fr. Anesth. Reanim.",07507658
126721,"IEEE Trans Image Process",10577149
152976,"IEEE Trans. Image Process.",10577149
205760,"Trans. Img. Proc.",10577149
112741,"Can Bull Med Hist",08232105
18181,"J Clin Endocrinol Metab",0021972x
32883,"J. Clin. Endocrinol. Metab.",0021972x
38789,"J. CLIN. ENDOCRINOL. METAB.",0021972x
7101,"Radiology",00338419
32848,"RADIOLOGY",00338419
7102,"The Journal of urology",00225347
17178,"The Journal of Urology",00225347
20095,"J Urol",00225347
23647,"Journal of urology",00225347
29296,"J. Urol.",00225347
40806,"J. UROL.",00225347
116471,"Journal of Urology.",00225347
124142,"Part  of ",00225347
56740,"Istanbul Tip Fak Mecmuasi",03017362
40534,"J Am Med Assoc",00029955
24359,"Am J Clin Pathol",00029173
40667,"Am. J. Clin. Pathol.",00029173
59201,"AM J CLIN PATHOL",00029173
72580,"AM. J. CLIN. PATHOL.",00029173
193599,"Am J Roentgenol Radium Ther",00925632
7108,"The journal of Kurdish studies",13707205
7110,"Bulgarian historical review",03240207
7111,"Archivum Ottomanicum",03782808
7112,"World journal of surgery",03642313
15958,"World Journal of Surgery",03642313
20502,"World J Surg",03642313
43519,"WORLD J. SURG.",03642313
44941,"World J. Surg.",03642313
118888,"World Journal Of Surgery",03642313
152758,"WORLD J SURG",03642313
7113,"Turcica",00826847
7114,"Toplum ve bilim",13009354
7115,"Planning history",09595805
7116,"Psychoanalytic review",00332836
67558,"Psychoanal Rev",00332836
7117,"The Annals of thoracic surgery",00034975
16827,"Annals of thoracic surgery",00034975
17174,"The Annals of Thoracic Surgery",00034975
20111,"Ann Thorac Surg",00034975
32948,"Ann. Thorac. Surg.",00034975
44978,"ANN. THORAC. SURG.",00034975
45247,"ANN THORAC SURG",00034975
14357,"International Migration",00207985
114514,"Int Migr",00207985
7119,"Journal of traumatic stress",08949867
15128,"Journal of Traumatic Stress",08949867
16789,"J. Trauma. Stress",08949867
22874,"J Trauma Stress",08949867
30103,"Journal of Traumatic Stress.",08949867
7120,"Hospital topics",00185868
33205,"Hosp Top",00185868
62592,"Hospital Topics",00185868
7121,"Veterinarno-meditsinski nauki",03241068
160162,"Veterinarno-Meditsinski Nauki",03241068
166361,"Vet Med Nauki",03241068
7123,"Journal of homosexuality",00918369
16822,"J. Homosex.",00918369
22773,"Journal of Homosexuality",00918369
67396,"J Homosex",00918369
72781,"J HOMOSEX",00918369
36380,"Bull Hist Med",00075140
7125,"Hemoglobin",03630269
40473,"Backgr Notes Ser",10495517
43176,"Doc. Ophthalmol.",00124486
55693,"Documenta ophthalmologica",00124486
59647,"Doc Ophthalmol",00124486
7129,"Journal of wildlife diseases",00903558
24314,"J Wildl Dis",00903558
7130,"The Journal of protozoology",00223921
135488,"Journal of protozoology",00223921
161371,"J Protozool",00223921
7131,"The Bookman",01960431
7132,"Hexagon Roche",03783049
7133,"Sudhoffs Archiv",00394564
97569,"Sudhoffs Arch",00394564
7134,"The Armenian review",00042366
192060,"Cancer Chemother Rep",00690112
7136,"Radiation research",00337587
36327,"Radiat Res",00337587
46667,"RADIATION RESEARCH",00337587
64181,"Radiat. Res.",00337587
137573,"RADIAT. RES.",00337587
7137,"Annals of surgery",00034932
18584,"Ann Surg",00034932
32939,"Ann. Surg.",00034932
45252,"ANN SURG",00034932
63083,"ANN. SURG.",00034932
112079,": Annals of Surgery",00034932
7138,"Biochemistry",15204995
7139,"Nutritional neuroscience",14768305
23549,"Nutritional Neuroscience",14768305
119799,"Nutr. Neurosci.",14768305
7141,"Annals of diagnostic pathology",15328198
112166,"Ann. Diagn. Pathol.",15328198
42079,"Trends Pharmacol. Sci.",18733735
21472,"Jbr-btr",03027430
7145,"Neural regeneration research",16735374
34300,"Neural Regen Res",16735374
46051,"Neural. Regen. Res.",16735374
7146,"Immunology letters",18790542
42107,"Immunol. Lett.",18790542
167487,"Immunology Letters.",18790542
38652,"J. Trace Elem. Med. Biol.",18783252
41525,"Eur. J. Pharmacol.",18790712
7150,"Journal of neuroimmunology",18728421
7152,"Journal of neuroinflammation",17422094
21279,"J Neuroinflammation",17422094
56912,"Journal of Neuroinflammation",17422094
94107,"Journal Of Neuroinflammation",17422094
94413,"JOURNAL OF NEUROINFLAMMATION",17422094
137491,"J. Neuroinflamm.",17422094
25123,"Clinical neurophysiology",18728952
151736,"J. Am. Anim. Hosp. Assoc.",15473317
34519,"Pol J Radiol",1733134x
45876,"Pol. J. Radiol.",1733134x
20441,"Eur J Orthop Surg Traumatol",16338065
42928,"Neurol Sci",15903478
60406,"Neurol. Sci.",15903478
170322,"Neurological Sciences.",15903478
60405,"J. Cereb. Blood Flow Metab.",15597016
7159,"Journal of optometry",19891342
21138,"Curr Stem Cell Res Ther",1574888x
89260,"Curr. Stem Cell Res. Ther.",1574888x
7161,"Biology",20797737
34334,"Biology (Basel)",20797737
7162,"Journal of bone metabolism",22876375
20470,"J Bone Metab",22876375
108107,"J Bone Metab DE - --",22876375
108402,"J Bone Metab DE - --",22876375
56291,"Journal of Bone Metabolism",22876375
90908,"J Bone Metab DE - --",22876375
91086,"J Bone Metab DE - --",22876375
91423,"J Bone Metab DE - --",22876375
91465,"J Bone Metab DE - --",22876375
99186,"J Bone Metab DE - --",22876375
99187,"J Bone Metab DE - --",22876375
99214,"J Bone Metab DE - --",22876375
99240,"J Bone Metab DE - --",22876375
45879,"Semin. Arthritis Rheum.",1532866x
7164,"Current medicinal chemistry",1875533x
7165,"Brain research bulletin",18732747
92170,"Brain Res. Bull.",18732747
23835,"Transl Res",18781810
23851,"Translational Research",18781810
46480,"TRANSLATIONAL RESEARCH",18781810
64178,"Transl. Res.",18781810
45948,"Jt. Bone Spine",17787254
153502,"Joint Bone Spine.",17787254
7170,"Brain, behavior, and immunity",10902139
28501,"Brain, Behavior, & Immunity",10902139
42133,"Brain Behav. Immun.",10902139
46659,"BRAIN, BEHAVIOR, AND IMMUNITY",10902139
93929,"Brain, Behavior, And Immunity",10902139
119796,"Neurophysiol. Clin.",17697131
7450,"Neuroepidemiology",14230208
7173,"Clinical rehabilitation",14770873
15964,"Clinical Rehabilitation",14770873
16389,"Clin Rehabil",14770873
7174,"Fibrogenesis & tissue repair",17551536
28733,"Fibrogenesis and Tissue Repair",17551536
59880,"Fibrogenesis Tissue Repair",17551536
7175,"Histopathology",13652559
139168,"Histopathology.",13652559
40120,"Biochem. Soc. Trans.",14708752
7177,"Current neurovascular research",18755739
60388,"Curr. Neurovasc. Res.",18755739
29924,"Journal of Neuro-Ophthalmology",15365166
45884,"J. Neuro-Ophthalmol.",15365166
45699,"Am. J. Neurodegenerative Dis.",2165591x
7180,"Case reports in neurology",1662680x
41671,"Case Rep. Neurol.",1662680x
44624,"Case Reports in Neurology",1662680x
59746,"Clin Med Insights Case Rep",11795476
7183,"Journal of proteome research",15353907
45878,"J. Proteome Res.",15353907
93860,"Journal Of Proteome Research",15353907
164584,"Brain Pathology.",17503639
170084,"Postepy Hig. Med. Dosw.",17322693
7188,"European neurology",14219913
60410,"Eur. Neurol.",14219913
60414,"J. Mol. Neurosci.",15591166
67147,"J Mol Neurosci",15591166
32683,"Clin. Exp. Nephrol.",14377799
196349,"Mol. Cell. Proteomics",15359484
36243,"Probl Radiac Med Radiobiol",23048336
7194,"Molecular human reproduction",14602407
114715,"Mol. Hum. Reprod.",14602407
110974,"Acta Neuropathol Commun",20515960
32644,"J. Clin. Pharmacol.",15524604
59932,"Bioorg. Med. Chem.",14643391
7198,"International surgery",00208868
12916,"International Surgery",00208868
18868,"Int Surg",00208868
33124,"INT. SURG.",00208868
118933,"Int. Surg.",00208868
42132,"Cytokine Growth Factor Rev.",18790305
99283,"Ann Clin Transl Neurol",23289503
113725,"Ann. Clin. Transl. Neurol.",23289503
41190,"Mult Scler Int",20902654
92325,"Mult. Scler. Int.",20902654
7202,"Future virology",17460794
26774,"Future Virology",17460794
30811,"Future Virol.",17460794
109483,"Future Virol",17460794
7203,"Korean journal of pathology",17381843
59809,"Korean J Pathol",17381843
186031,"Korean Journal of Pathology",17381843
7205,"Drug and therapeutics bulletin",17555248
7206,"Diabetes",1939327x
7207,"Proteins",10970134
110988,"J Cent Nerv Syst Dis",11795735
18092,"Journal of Neural Transmission",14351463
41322,"Front Aging Neurosci",16634365
60499,"Front. Aging Neurosci.",16634365
7213,"Annals of neurosciences",09727531
34111,"Annals of Neurosciences",09727531
59681,"Ann Neurosci",09727531
113687,"Ann. Neurosci.",09727531
128694,"Annals Of Neurosciences",09727531
41571,"Curr. Neurol. Neurosci. Rep.",15346293
7216,"Archiv der Pharmazie",15214184
23509,"Consult Pharm",08885109
30506,"Consultant pharmacist",08885109
32578,"Consult. Pharm.",08885109
107533,": Consultant Pharmacist",08885109
107568,": Consultant Pharmacist",08885109
110965,"Case Rep Neurol Med",20906668
152932,"case report. neurol. med.",20906668
47632,"Int J Clin Exp Pathol",19362625
110316,"Int. J. Clin. Exp. Pathol.",19362625
7224,"Head and neck pathology",19360568
58375,"Head and Neck Pathology",19360568
152804,"Health Neck Pathol",19360568
21398,"J Egypt Public Health Assoc",00132446
154088,"J Tradit Complement Med",22254110
42126,"Curr. Top. Med. Chem.",18734294
7228,"Stem cell research & therapy",17576512
59587,"Stem Cell Res Ther",17576512
64149,"Stem Cell Research & Therapy",17576512
137552,"Stem Cell Res. Ther.",17576512
7229,"Trends in neurosciences",1878108x
34088,"Trends in Neurosciences",1878108x
7230,"Glia",10981136
7231,"Nuclear medicine and biology",18729614
62513,"Nuclear Medicine & Biology",18729614
46959,"Molecular Cancer Research: MCR",15573125
67227,"J Comp Neurol",10969861
7234,"Science signaling",19379145
64165,"Sci. Signal.",19379145
73567,"J. Oral Pathol. Med.",16000714
73633,"Arch. Clin. Neuropsychol.",18735843
16341,"Parkinsonism Relat. Disord.",18735126
23553,"Parkinsonism Relat Disord",18735126
32663,"J. Magn. Reson. Imaging",15222586
7240,"Biochemical pharmacology",18732968
59968,"Biochem. Pharmacol.",18732968
93337,"Eur J Cell Biol",16181298
18707,"Ceska Gynekol",12107832
47873,"Ceska Gynekologie",12107832
114723,"Cell. Physiol. Biochem.",14219778
7244,"Audiology & neuro-otology",14219700
23317,"Audiology & Neurotology",14219700
49460,"Audiol. Neurotol.",14219700
66101,"Audiology & Neuro-Otology",14219700
7245,"Molecular brain",17566606
34568,"Mol Brain",17566606
47955,"Molecular Brain",17566606
137541,"Mol. Brain",17566606
7246,"Genome announcements",21698287
106105,"Genome Announcements",21698287
7247,"Cell death and differentiation",14765403
53190,"Cell Death and Differentiation",14765403
137539,"Cell Death Differ.",14765403
71468,"Epilepsy Res. Treat.",20901348
99286,"Epilepsy Res Treat",20901348
7249,"Archives of toxicology",14320738
7250,"Molecular diagnosis & therapy",11792000
34729,"Am J Physiol Renal Physiol",15221466
115631,"Am. J. Physiol. Renal Physiol.",15221466
7252,"Archives of medical research",18735487
7253,"Neurogenetics",13646753
7254,"Neuroinformatics",15590089
39127,"American journal of pathology",15252191
46436,"AMERICAN JOURNAL OF PATHOLOGY",15252191
7256,"Experimental gerontology",18736815
46942,"EXPERIMENTAL GERONTOLOGY",18736815
7257,"Neurochemistry international",18729754
7259,"Biomarkers in medicine",17520371
42136,"Biomarkers Med.",17520371
45584,"Biomarkers Med",17520371
94074,"Biomarkers In Medicine",17520371
7260,"Archiv für Kriminologie",00039225
13588,"Tod im Hotel.",00039225
27898,"Verbrennung auf dem Saunaofen.",00039225
40457,"Arch Kriminol",00039225
51738,"Archiv fur Kriminologie",00039225
7261,"Oncotarget",19492553
7263,"Biological chemistry",14374315
7264,"Advances in neurobiology",21905215
116555,"Advances in Neurobiology",21905215
153973,"Adv Neurobiol",21905215
112339,"Arch. Biochem. Biophys.",10960384
110566,"Semin. Pediatr. Neurol.",15580776
33390,"Biometals",15728773
64359,"Am. J. Clin. Exp. Immunol.",21647712
7270,"Pathology international",14401827
7272,"Journal of human genetics",1435232x
64269,"J. Hum. Genet.",1435232x
7273,"The Biochemical journal",14708728
40235,"Biochemical journal",14708728
38734,"Jpn. J. Neuropsychopharmacol.",13402544
119855,"Jpn. J. Psychopharmacol.",13402544
110308,"J Clin Neuromuscular Dis",15371611
60468,"Magn. Reson. Med.",15222594
7282,"Essays in biochemistry",17441358
7283,"Cell reports",22111247
17395,"Cell Reports",22111247
43186,"Cell Rep.",22111247
7284,"Stem cell research",18767753
137569,"Stem Cell Res.",18767753
40062,"Scand. J. Rheumatol.",15027732
7286,"Veterinary surgery : VS",1532950x
21171,"Veterinary Surgery",1532950x
7287,"Acta neurologica Belgica",22402993
40151,"Acta Neurol. Belg.",22402993
65376,"Indian J. Pathol. Microbiol.",09745130
41108,"J Clin Biochem Nutr",09120009
49786,"J. Clin. Biochem. Nutr.",09120009
59867,"Pol J Pathol",12339687
137542,"Cell. Mol. Neurobiol.",15736830
7293,"Glycobiology",14602423
110374,"Clin Sci (Colch)",14708736
7295,"Neuro-degenerative diseases",16602862
56888,"Neuro-Degenerative Diseases",16602862
7296,"Autism research and treatment",20901925
23163,"Autism Res Treat",20901925
108886,"Autism Research & Treatment",20901925
7297,"Journal of pain research",11787090
16110,"J. Pain Res.",11787090
20665,"J Pain Res",11787090
106407,"JOURNAL OF PAIN RESEARCH",11787090
7298,"Molecular and cellular biology",10985549
137568,"Mol. Cell. Biol.",10985549
7299,"Autoimmunity",1607842x
7301,"Medical ultrasonography",20668643
110255,"Med Ultrasonography",20668643
127824,"Med. Ultrasonography",20668643
7303,"Journal of biomedical optics",15602281
42349,"Journal of Biomedical Optics",15602281
23379,"J Negat Results Biomed",14775751
142277,"J. Negat. Results Biomed.",14775751
7305,"Neurology. Clinical practice",21630402
41630,"Neurol. Clin. Pract.",21630402
110987,"Neurol Clin Pract",21630402
99537,"Neurology Clinical Practice",21630402
7306,"Case reports in rheumatology",20906889
65964,"Case Rep Rheumatol",20906889
110570,"Biol. Trace Elem. Res.",15590720
7308,"Chemical Society reviews",14604744
7310,"Cell and tissue research",14320878
44923,"Cell Tissue Res.",14320878
94139,"Cell And Tissue Research",14320878
40254,"Korean journal of radiology",20058330
147370,"Korean Journal Of Radiology",20058330
44900,"Int. J. Neurosci.",15635279
69883,"Mmwr Surveillance Summaries",15458636
7316,"Journal of neurovirology",15382443
15627,"J. Neurovirol.",15382443
47978,"Journal of Neurovirology",15382443
94165,"Journal Of Neurovirology",15382443
7317,"Journal of molecular biology",10898638
42104,"J. Mol. Biol.",10898638
46704,"JOURNAL OF MOLECULAR BIOLOGY",10898638
7318,"Immunological investigations",15324311
7319,"Rare diseases (Austin, Tex.)",21675511
62552,"Rare Diseases",21675511
118200,"Rare Dis",21675511
7320,"Neuromolecular medicine",15591174
137574,"NeuroMol. Med.",15591174
7321,"Ultrastructural pathology",15210758
43314,"Ultrastruct. Pathol.",15210758
7322,"Annals of thoracic medicine",18171737
40056,"Ann. Thorac. Med.",18171737
45460,"Ann Thorac Med",18171737
148798,"Annals Of Thoracic Medicine",18171737
7323,"Radiologia",00338338
31462,"Radiología",00338338
92887,"Espondilodiscitis.",00338338
147384,"Radiología",00338338
202628,"Imagen en la columna vertebral",00338338
64245,"Clin. Exp. Neuroimmunol.",17591961
7325,"Hormones & cancer",18688500
65651,"Hormones and Cancer",18688500
70853,"Horm. Cancer",18688500
151499,"Hormones & Cancer",18688500
7326,"Neurochemical research",15736903
49517,"Neurochem. Res.",15736903
7327,"Reumatismo",00487449
7328,"Stem cell reports",22136711
21357,"Stem Cell Reports",22136711
94388,"STEM CELL REPORTS",22136711
60481,"Bull. Exp. Biol. Med.",15738221
137533,"Mol. Cell. Neurosci.",10959327
113679,"J. Huntington's Dis.",18796397
170907,"Journal of Huntingtons Disease",18796397
172675,"J Huntingtons Dis",18796397
7332,"Disease models & mechanisms",17548411
59982,"DNM Dis. Models Mech.",17548411
7333,"FEBS open bio",22115463
137535,"FEBS Open Bio.",22115463
194738,"Febs Open Bio",22115463
7334,"BMC ophthalmology",14712415
38085,"BMC Ophthalmology",14712415
47856,"BMC Ophthalmol",14712415
52630,"Bmc Ophthalmology",14712415
16730,"Fortschr. Neurol. Psychiatr.",14393522
7336,"Cornea",15364798
183390,"Cornea.",15364798
7338,"Human biology",15346617
108177,"J Clin Neurol DE - --",17386586
108466,"J Clin Neurol DE - --",17386586
50247,"J Clin Neurol",17386586
90868,"J Clin Neurol DE - --",17386586
91076,"J Clin Neurol DE - --",17386586
91105,"J Clin Neurol DE - --",17386586
91181,"J Clin Neurol DE - --",17386586
94322,"JOURNAL OF CLINICAL NEUROLOGY",17386586
98451,"J Clin Neurol DE - --",17386586
98577,"J Clin Neurol DE - --",17386586
98580,"J Clin Neurol DE - --",17386586
98599,"J Clin Neurol DE - --",17386586
103651,"J Clin Neurol DE - --",17386586
45611,"Tissue Eng Part C Methods",19373392
137551,"Tissue Eng. Part. C Methods",19373392
44321,"Cranio",08869634
126369,"CRANIO®",08869634
7345,"Genes",20734425
118993,"Genes (Basel)",20734425
7346,"Alzheimer's research & therapy",17589193
45691,"Alzheimers Res. Ther.",17589193
94260,"ALZHEIMERS RESEARCH & THERAPY",17589193
196179,"Alzheimers Research & Therapy",17589193
110305,"J Mol Med",14321440
114713,"J. Mol. Med.",14321440
115528,"Journal of molecular medicine",14321440
146644,"IEEE Trans. Biomed. Eng.",15582531
41158,"J Clin Neonatol",22494847
69977,"J. Clin. Neonatol.",22494847
42909,"Indian J Radiol Imaging",09713026
44971,"Indian J. Radiol. Imaging",09713026
46210,"INDIAN J. RADIOL. IMAGING",09713026
59612,"J Cancer Res Ther",19984138
7354,"Neuropharmacology",18737064
7355,"Chimia",00094293
76057,"Chimia (Aarau)",00094293
7356,"Journal of immunology research",23147156
42340,"Journal of Immunology Research",23147156
59684,"J Immunol Res",23147156
71475,"J. Immunol. Res.",23147156
112432,"Indian J. Biochem. Biophys.",03011208
138078,"Indian J Biochem Biophys",03011208
37415,"Horm. Metab. Res.",14394286
7361,"Journal of epilepsy research",22336249
99292,"J Epilepsy Res",22336249
7362,"The neuroradiology journal",19714009
20400,"Neuroradiology Journal",19714009
21180,"Neuroradiol J",19714009
60637,"Neuroradiol. J.",19714009
7363,"Stem cells and development",15578534
7364,"Gut microbes",19490984
30835,"Gut Microbes",19490984
7365,"ISRN neurology",20905505
48028,"ISRN Neurology",20905505
60580,"ISRN Neurol.",20905505
110986,"ISRN Neurol",20905505
128797,"Isrn Neurology Print",20905505
7366,"Acta reumatologica portuguesa",0303464x
50981,"Acta Reumatologica Portuguesa",0303464x
51251,"Acta Reumatol Port",0303464x
109080,"Acta Reumatol. Port.",0303464x
41491,"Ther. Adv. Neurol. Disord.",17562856
51818,"Ther Adv Neurol Disord",17562856
7369,"ACS chemical neuroscience",19487193
42906,"ACS Chem Neurosci",19487193
44264,"ACS Chemical Neuroscience",19487193
94383,"ACS CHEMICAL NEUROSCIENCE",19487193
113663,"ACS Chem. Neurosci.",19487193
7370,"Cell medicine",21551790
43158,"Int. Immunopharmacol.",18781705
28819,"Cardiovascular Pathology",18791336
54475,"Cardiovascular pathology",18791336
36311,"Chin Med Sci J",10019294
115635,"Chin. Med. Sci. J.",10019294
7374,"Cytotherapy",14772566
29359,"Am. J. Ophthalmol.",18791891
55627,"Am J Ophthalmol.%, Jul.",18791891
55662,"Am J Ophthalmol.",18791891
55666,"Am J Ophthalmol.%, Dec",18791891
7517,"Acta naturae",20758251
58465,"Acta Naturae",20758251
29387,"J. Mater. Sci. Mater. Med.",15734838
117297,"Nephron Exp Nephrol",16602129
170104,"Nephron Exp. Nephrol.",16602129
7379,"Microvascular research",10959319
28811,"Microvascular Research",10959319
