id,name,address,city,state,zipcode,phone,rating,reviews,ranking
6489,Retro Cafe & Restaurant,3246 N Central Ave,Chicago,IL,60634,(773) 777-7715,0,0,0
6490,Revolution Brewing LLC,2323 N Milwaukee Ave,Chicago,IL,60647,(773) 227-2739,0,0,0
6491,Reza's Restaurant,432 W Ontario,Chicago,IL,60610,(312) 664-4500,0,0,0
6492,Reza's Restaurant,5255 N Clark St,Chicago,IL,60640,(773) 561-1898,0,0,0
6493,Rhapsody,65 E Adams St,Chicago,IL,60603,(312) 786-9911,0,0,0
6494,Rhythm Cafe,62 W Huron St Ste 5,Chicago,IL,60654,(312) 787-8010,0,0,0
6495,Rib Bazaar,5419 W Madison St,Chicago,IL,60644,(773) 379-4177,0,0,0
6496,Ribs & Fish Unlimited,1419 W 79th St,Chicago,IL,60620,(773) 723-5530,0,0,0
6497,Ribs & More,8142 S Kedzie Ave,Chicago,IL,60652,(773) 434-7423,0,0,0
6498,Ribs N' Bibs,5300 S Dorchester Av,Chicago,IL,60615,(773) 493-0400,0,0,0
6499,Ribs Ruby's,3351 S Halsted St,Chicago,IL,60608,(773) 823-1889,0,0,0
6500,Riccardo Restaurant & Gallery,437 N Rush St,Chicago,IL,60611,(312) 787-2874,0,0,0
6501,Riccardo Trattoria,2119 N Clark St Ste 1,Chicago,IL,60614,(773) 549-0038,0,0,0
6502,Riccardo's Pizza,6349 N Clark St,Chicago,IL,60660,(773) 743-9900,0,0,0
6503,Rice & Roll,3312 W Foster Ave,Chicago,IL,60625,(773) 267-6808,0,0,0
6504,Rice Bistro,2964 N Lincoln Ave,Chicago,IL,60657,(773) 880-9522,0,0,0
6505,Rice Fields,318 W Adams St,Chicago,IL,60606,(312) 630-9588,0,0,0
6506,Rice Thai Cafe,6744 N Sheridan Rd,Chicago,IL,60626,(773) 338-1717,0,0,0
6507,Richard's Bar,491 N Milwaukee Ave,Chicago,IL,60654,(312) 733-2251,0,0,0
6508,Richie's,3123 W 111th St,Chicago,IL,60655,(773) 298-1548,0,0,0
6509,Richie's Deli,857 N Western Ave,Chicago,IL,60622,(773) 235-8229,0,0,0
6510,Rick's Munchies,3511 S King Dr,Chicago,IL,60653,(773) 536-3500,0,0,0
6511,Ricky G's,7121 N Western Ave,Chicago,IL,60645,(773) 764-0322,0,0,0
6512,Ricobene's,5160 S Pulaski Rd Ste 116,Chicago,IL,60632,(773) 284-2400,0,0,0
6513,Ricobene's Pizzeria,252 W 26th St,Chicago,IL,60616,(312) 225-5555,0,0,0
6514,Rinconcito Sudamericano,2010 W Armitage Ave,Chicago,IL,60647,(773) 489-3126,0,0,0
6515,Ringo Japanese Restaurant,2507 N Lincoln Ave,Chicago,IL,60614,(773) 248-5788,0,0,0
6516,Rino,343 W Erie St Ste 2,Chicago,IL,60654,(312) 587-3433,0,0,0
6517,Rio Grande Cafe,855 W North Ave,Chicago,IL,60642,(312) 266-4222,0,0,0
6518,Rise Restaurant,3401 N Southport Ave,Chicago,IL,60657,(773) 525-3535,4,1,0
6519,Risque Cafe,3419 N Clark,Chicago,IL,60657,(773) 525-7711<br>,0,0,0
6520,Ristorante Al Teatro,1805 S Allport St,Chicago,IL,60608,(312) 784-9100,5,3,0
6521,ristorante we At W Chicago City Center,172 W Adams,Chicago,IL,60603,(312) 917-5608,0,0,0
6522,Rite Liquors,1649 W Division St,Chicago,IL,60622,(773) 486-6257,0,0,0
6523,Ritz Tango Cafe,933 N Ashland Ave,Chicago,IL,60622,(773) 235-2233,0,0,0
6524,Rivera,3641 W Fullerton Ave Apt W,Chicago,IL,60647,(773) 384-2415,0,0,0
6525,Rivers,30 S Wacker Dr,Chicago,IL,60606,(312) 559-1515,0,0,0
6526,Riverside Cafe,1656 W Cortland St,Chicago,IL,60622,(773) 278-3354,0,0,0
6527,RL Restaurant Ralph Lauren,750 N Michigan Ave,Chicago,IL,60611,(312) 475-1100,0,0,0
6528,Robey Pizza Company,1958 W Roscoe St,Chicago,IL,60657,(773) 248-7800,0,0,0
6529,Robinson Eugene,218 E 51st St,Chicago,IL,60615,(773) 373-4750,0,0,0
6530,Robinson's,225 S Canal St Uppr MEZZ3,Chicago,IL,60606,(312) 258-8477,0,0,0
6531,Robinson's,655 W Armitage Ave,Chicago,IL,60614,(312) 337-1399,0,0,0
6532,Robinson's #1 Ribs-Lincoln Park,655 W Armitage Av,Chicago,IL,60614,(312) 337-1399,0,0,0
6533,Robz Restaurant Inc,3119 W Lawrence Ave,Chicago,IL,60625,(773) 463-5363,0,0,0
6534,Rocco Ranalli's,1925 N Lincoln Av,Chicago,IL,60614,(312) 429-6936<br>,0,0,0
6535,Rock Bottom,1 W Grand Ave,Chicago,IL,60654,(312) 329-1152,0,0,0
6536,Rock Bottom Restaurant & Brewery,One W Grand Av,Chicago,IL,60610,(312) 755-9339,0,0,0
6537,Rockin' Taco,1467 W Irving Park Rd,Chicago,IL,60613,(773) 975-8226,0,0,0
6538,Rockit Ranch Productions,3700 N Clark St,Chicago,IL,60613,(773) 645-4400,0,0,0
6539,Rocklit Bar & Grill,22 W Hubbard St,Chicago,IL,60654,(312) 645-6000,0,0,0
6540,Rocks Lakeview,3463 N Broadway St,Chicago,IL,60657,(773) 472-0493,0,0,0
6541,Rockwell's Neighborhood Grill,4632 N Rockwell St,Chicago,IL,60625,(773) 509-1871,0,0,0
6542,Rocky's Taco's,7043 N Clark St,Chicago,IL,60626,(773) 274-4555,0,0,0
6543,Rockys Bar and Grill,234 W 31st St,Chicago,IL,60616,(312) 842-9200,0,0,0
6544,Rockys Tacos,3111 W Montrose Ave,Chicago,IL,60618,(773) 604-5067,0,0,0
6545,Roditys Restaurant,222 S Halsted,Chicago,IL,60661,(312) 454-0800,0,0,0
6546,Rollapalooza,3344 N Halsted St,Chicago,IL,60657,(773) 281-6400,0,0,0
6547,Rolls N Bowls,5501 N Lincoln Ave,Chicago,IL,60625,(773) 728-2939,0,0,0
6548,Roly Poly,2235 N Lincoln Ave,Chicago,IL,60614,(773) 687-9755,0,0,0
6549,Roly Poly,29 S La Salle St Lbby B,Chicago,IL,60603,(312) 920-9800,0,0,0
6550,Roma's Italian Beef & Sausage,4237 N Cicero Ave,Chicago,IL,60641,(773) 725-5715,0,0,0
6551,Romanian Kosher Sausage Co,7200 N Clark,Chicago,IL,60626,(773) 761-4141,0,0,0
6552,Ron of Japan,230 E Ontario St,Chicago,IL,60611,(312) 644-6500,0,0,0
6553,Ron's Grill Etc LLC,4859 N Milwaukee Ave,Chicago,IL,60630,(773) 427-8200,0,0,0
6554,Ronnies Famous Steak & Hoagies,3460 W 79th St,Chicago,IL,60652,(773) 778-5271,0,0,0
6555,Roongpetch Restaurant,1828 W Montrose Ave,Chicago,IL,60613,(773) 989-0815,0,0,0
6556,Roosevelt Eatery,1651 W Roosevelt Rd Ste A2,Chicago,IL,60608,(312) 563-1377,0,0,0
6557,Roost,5634 N Clark St,Chicago,IL,60660,(773) 506-0406,0,0,0
6558,Rootstock Wine & Beer Bar,954 N California Ave,Chicago,IL,60622,(773) 292-1616,0,0,0
6559,Ropa Restaurant,1146 W Pratt Blvd,Chicago,IL,60626,(773) 508-0002,0,0,0
6560,Rosal's Cucina,1154 W Taylor St,Chicago,IL,60607,(312) 243-2357,0,0,0
6561,Rosas Tamales,3314 W 55th St,Chicago,IL,60632,(773) 778-1826,0,0,0
6562,Rosas Tamales,5632 S Kedzie Ave,Chicago,IL,60629,(773) 863-0646,0,0,0
6563,Rosati's Pizza,3150 W 111th St,Chicago,IL,60655,(773) 239-4900,0,0,0
6564,Rosati's Pizza,4863 N Broadway St,Chicago,IL,60640,(773) 334-3333,5,1,0
6565,Rosati's Pizza,5544 N Milwaukee Ave,Chicago,IL,60630,(773) 792-2585,0,0,0
6566,Rosati's Pizza and California Style Deli,126 W Grand Ave,Chicago,IL,60654,(312) 755-9955,0,0,0
6567,Rosded Restaurant,2308 W Leland Ave,Chicago,IL,60625,(773) 334-9055,0,0,0
6568,Rose Angelis,1314 W Wrightwood Ave Ste 1,Chicago,IL,60614,(773) 296-0081,0,0,0
6569,Rose Thai Cuisine,2644 W Lawrence Ave,Chicago,IL,60625,(773) 878-1890,0,0,0
6570,Rosebud On Rush,720 N Rush St,Chicago,IL,60611,(312) 266-6444,0,0,0
6571,Rosebud Prime,1 S Dearborn,Chicago,IL,60603,(312) 384-1900,0,0,0
6572,Rosebud Restaurant,6 W Hubbard St,Chicago,IL,60654,(312) 494-3288,0,0,0
6573,Rosebud Restaurants,1419 W Diversey Pkwy,Chicago,IL,60614,(773) 325-9700,0,0,0
6574,Rosebud Steakhouse The,192 E Walton,Chicago,IL,60611,(312) 397-1000,0,0,0
6575,Rosebud Theatre District,70 W Madison St,Chicago,IL,60602,(312) 332-9500,0,0,0
6576,Rosebud Trattoria,445 N Dearborn St,Chicago,IL,60654,(312) 832-7700,0,0,0
6577,Roseland Pizza & Tacos,241 E 115th St,Chicago,IL,60628,(773) 264-2000,0,0,0
6578,Rosie's Cafe & Catering,111 N Canal St,Chicago,IL,60606,(312) 258-8321,0,0,0
6579,Rosie's On Quincy,106 W Quincy St,Chicago,IL,60604,(312) 332-0950,0,0,0
6580,Ross Brothers Inc Subway,2550 W Addison St,Chicago,IL,60618,(773) 665-7799,0,0,0
6581,Roti,10 S Riverside Plz Ste 141,Chicago,IL,60606,(312) 775-7000,0,0,0
6582,Roti Mediteranian Grill,33 N Dearborn St,Chicago,IL,60602,(312) 263-9000,0,0,0
6583,Roti Mediterranean Grill,310 W Adams St,Chicago,IL,60606,(312) 236-3500,0,0,0
6584,Roti Restaurant,300 W Adams St,Chicago,IL,60606,(312) 929-2660,0,0,0
6585,Route 66 Pizza,10180 S Indianapolis Ave,Chicago,IL,60617,(773) 734-2032,0,0,0
6586,Roy's,720 N State St,Chicago,IL,60610,(312) 787-7599,0,0,0
6587,Roy's Chicago,720 N State St,Chicago,IL,60654,(312) 787-7599,0,0,0
6588,Roy's Soul Food,403 E 71st St,Chicago,IL,60619,(773) 873-1990,0,0,0
6589,Royal Chicken & Seafood,4749 W Madison St,Chicago,IL,60644,(773) 378-2082,0,0,0
6590,Royal Kebab Corp,3051 N Central Ave,Chicago,IL,60634,(773) 930-3390,0,0,0
6591,Royal Sweets,2658 W Devon Ave,Chicago,IL,60659,(773) 764-8710,0,0,0
6592,Royal Thai Restaurant,2209 W Montrose Ave,Chicago,IL,60618,(773) 509-0007,0,0,0
6593,Ru Hungry LTD,1724 W 51st St,Chicago,IL,60609,(773) 434-4800,0,0,0
6594,Ruby of Siam,170 W Washington St Fl 1,Chicago,IL,60602,(312) 609-0000,0,0,0
6595,Ruby's Fast Food,3740 W Montrose Ave,Chicago,IL,60618,(773) 539-2669,0,0,0
6596,Rude Boi's,4100 W Madison,Chicago,IL,60624,(773) 638-4100,0,0,0
6597,Rumba,351 W Hubbard St,Chicago,IL,60654,(312) 222-0770,0,0,0
6598,Run Way Submarinc Inc,1146 W 69th St,Chicago,IL,60621,(773) 994-3939,0,0,0
6599,Rush Hour Cafe,139 N Wabash Ave,Chicago,IL,60602,(312) 726-0735,0,0,0
6600,Russian Tea Time,77 E Adams St,Chicago,IL,60603,(312) 360-0000,5,1,0
6601,Ruth's Chris Steak House,431 N Dearborn St,Chicago,IL,60654,(312) 321-2725,0,0,0
6602,S & E Diner,11117 S Halsted St,Chicago,IL,60628,(773) 785-5923,0,0,0
6603,S & S Deli,3290 N Elston Ave,Chicago,IL,60618,(773) 267-4315,0,0,0
6604,S & S Restaurant,823 W Randolph St,Chicago,IL,60607,(312) 666-6414,0,0,0
6605,S A A Enterprises Inc,2561 E 75th St,Chicago,IL,60649,(773) 768-2177,0,0,0
6606,S and M Grill,3141 W 63rd St,Chicago,IL,60629,(773) 434-2927,0,0,0
6607,Sabatino's Restaurant & Lounge,4441 W Irving Park Rd,Chicago,IL,60641,(773) 283-8331,0,0,0
6608,Sable,505 N State St,Chicago,IL,60654,(312) 755-9704,0,0,0
6609,Sabor A Cafe Columbian,2435 W Peterson Ave,Chicago,IL,60659,(773) 878-6327,0,0,0
6610,Sabor A Cuba Restaurant,1833 W Wilson Av,Chicago,IL,60640,(773) 769-6859,0,0,0
6611,Sabor Latino,3810 W North Ave,Chicago,IL,60647,(773) 227-6932,0,0,0
6612,Sabor Latino Restaurant,3400 W Fullerton Ave,Chicago,IL,60647,(773) 276-3524,0,0,0
6613,Sabor Mexico Restaurant,3515 W 26th St,Chicago,IL,60623,(773) 522-0345,0,0,0
6614,Sabor Michoacan,7021 N Clark St,Chicago,IL,60626,(773) 465-1122,0,0,0
6615,Sabri Nehari Fine Pakistani Cuisine,2502 1/2 W Devon Ave,Chicago,IL,60659,(773) 465-0899,0,0,0
6616,Sabri Nihari,2502 W Devon Ave,Chicago,IL,60659,(773) 743-6200,5,1,0
6617,Sabrina Sub,7559 N Ridge Blvd Ste 1,Chicago,IL,60645,(773) 262-6719,0,0,0
6618,Sabroso Catering,3816 W Montrose Ave,Chicago,IL,60618,(773) 961-8531,0,0,0
6619,Sabroso Catering,8556 W Winnemac Ave,Chicago,IL,60656,(773) 625-2771,0,0,0
6620,Sacramento's Tacos,10148 S Ewing Ave,Chicago,IL,60617,(773) 221-9440,0,0,0
6621,Sagar,2520 W Devon Ave,Chicago,IL,60659,(773) 262-7950,0,0,0
6622,Sage Restaurant & Bar,2467 N Clark St,Chicago,IL,60614,(773) 348-7243,5,1,0
6623,Sai Cafe Inc,2010 N Sheffield Ave Ste 4,Chicago,IL,60614,(773) 472-8080,0,0,0
6624,Saigon Sisters,117 N Clinton St,Chicago,IL,60661,(312) 496-0094,0,0,0
6625,Saint's Alp Teahouse,2131 S Archer Ave,Chicago,IL,60616,(312) 842-1886,0,0,0
6626,Sakura House,500 W Madison St,Chicago,IL,60661,(312) 993-7744,0,0,0
6627,Sal's Deli,1013 W Webster Ave,Chicago,IL,60614,(773) 935-6191,0,0,0
6628,Salad Creations,56 E Jackson Blvd,Chicago,IL,60604,(312) 322-2611,0,0,0
6629,Salam Restaurant,4636 N Kedzie Ave,Chicago,IL,60625,(773) 583-0776,0,0,0
6630,Salerno's Restaurant & Pizzeria,1201 W Grand Ave,Chicago,IL,60642,(312) 666-3444,0,0,0
6631,Sally's Waffle Shoppe,5454 N Harlem Ave,Chicago,IL,60656,(773) 631-8966,0,0,0
6632,Salonica Restaurant,1440 E 57th St,Chicago,IL,60637,(773) 752-3899,0,0,0
6633,Salpic&#243;n,1252 N Wells,Chicago,IL,60610,(866) 973-5184<br>,5,1,0
6634,Salsaseria Grill & Cantina Inc,233 S Wacker Dr,Chicago,IL,60606,(312) 756-1770,0,0,0
6635,Salt & Pepper Diner,3537 N Clark St,Chicago,IL,60657,(773) 883-9800,0,0,0
6636,Salt & Pepper Diner Lincoln,2575 N Lincoln Ave,Chicago,IL,60614,(773) 525-8788,0,0,0
6637,Saluki Bar,1208 N Wells St,Chicago,IL,60610,(312) 274-1824,0,0,0
6638,Salute,46 E Superior St,Chicago,IL,60611,(312) 664-0100,0,0,0
6639,Salvatores Restaurant,525 W Arlington Pl Ste 1,Chicago,IL,60614,(773) 528-1200,0,0,0
6640,Sam & George's,3000 N Lincoln Ave,Chicago,IL,60657,(773) 935-4025,0,0,0
6641,Sam's Chicken & Rib,1102 W Granville Ave,Chicago,IL,60660,(773) 764-0803,0,0,0
6642,Sam's Food & Deli,2136 E 75th St,Chicago,IL,60649,(773) 752-1901,0,0,0
6643,Sam's Grill,416 N Clark St,Chicago,IL,60654,(312) 245-9710,0,0,0
6644,Sambees,7059 S Indiana Ave,Chicago,IL,60637,(773) 483-9493,0,0,0
6645,Sami Swoi,3550 N Austin Ave,Chicago,IL,60634,(773) 685-5005,0,0,0
6646,Sammy Submarine,380 E 71st St,Chicago,IL,60619,(773) 783-3330,0,0,0
6647,Sammy's Grill and Restaurant,6359 S King Dr,Chicago,IL,60637,(773) 955-7900,0,0,0
6648,Sammy's Kitchen,5542 W 55th St,Chicago,IL,60638,(773) 735-2802,0,0,0
6649,Sammy's Red Hots,238 W Division St,Chicago,IL,60610,(312) 266-7290,0,0,0
6650,Sammy's Touch,1157 E 95th St,Chicago,IL,60628,(773) 219-0075<br>,5,1,0
6651,San Chae Dol Sot Restaurant,3737 W Lawrence Ave,Chicago,IL,60625,(773) 588-5223,0,0,0
6652,San Marcos Mexican Grill,3561 W Armitage Ave,Chicago,IL,60647,(773) 227-2037,0,0,0
6653,San Soo Ka San,5251 N Western Ave,Chicago,IL,60625,(773) 334-1589,0,0,0
6654,San-Marino,605 W Lake St,Chicago,IL,60661,(312) 559-2100,0,0,0
6655,Sanders Soul Food,5361 W North Ave,Chicago,IL,60639,(312) 228-2230,0,0,0
6656,Sandwicheria,455 N Milwaukee Ave,Chicago,IL,60654,(312) 243-0603,0,0,0
6657,Sandy's Restaurant,7021 W Higgins Ave,Chicago,IL,60656,(773) 467-4700,0,0,0
6658,Sano's Pizza,4469 W Lawrence Ave,Chicago,IL,60630,(773) 725-9863,0,0,0
6659,Sanook,2845 w Irving Park,Chicago,IL,60618,(773) 463-7299,0,0,0
6660,Santiago,3139 N Central Ave,Chicago,IL,60634,(773) 205-7890,0,0,0
6661,Santorini's Restaurant,138 S Halsted St,Chicago,IL,60661,(312) 829-8820,0,0,0
6662,Santullo's Eatery,1943 W North Ave,Chicago,IL,60622,(773) 227-7960,0,0,0
6663,Sapore Di Napoli,1406 W Belmont Ave,Chicago,IL,60657,(773) 935-1212,0,0,0
6664,Sapori Trattoria,2701 N Halsted St,Chicago,IL,60614,(773) 832-9999,0,0,0
6665,Sara & Lee's,5535 W Chicago Ave,Chicago,IL,60651,(773) 378-0402,0,0,0
6666,Sark's In The Park,444 W Fullerton Pkwy,Chicago,IL,60614,(773) 404-9000,0,0,0
6667,Sarpino's Pizzeria,1435 W Montrose Ave,Chicago,IL,60613,(773) 281-1800,5,1,0
6668,Sarpino's Pizzeria,158 W Division St,Chicago,IL,60610,(312) 202-1113,0,0,0
6669,Sarpino's Pizzeria,2757 N Lincoln Ave,Chicago,IL,60614,(773) 525-5050,0,0,0
6670,Sarpino's Pizzeria,4830 N Pulaski Rd,Chicago,IL,60630,(773) 205-1111,0,0,0
6671,Sarpinos Pizzaria,6526 W North Ave,Chicago,IL,60707,(773) 622-2262,0,0,0
6672,Satay Restaurant,936 W Diversey Pkwy,Chicago,IL,60614,(773) 477-0100,0,0,0
6673,Sather Ann Restaurant,909 W Belmont Ave,Chicago,IL,60657,(773) 348-2378,0,0,0
6674,Savarin Restaurant,713 N Wells St,Chicago,IL,60654,(312) 255-9520,0,0,0
6675,Save More,4060 N Lincoln Ave,Chicago,IL,60618,(773) 281-1444,0,0,0
6676,Savor Sabeur,2013 W Division St,Chicago,IL,60622,(773) 235-7310,0,0,0
6677,Sayat Nova Restaurant,157 E Ohio St Apt 2,Chicago,IL,60611,(312) 644-9159,0,0,0
6678,Sazerac Co,115 S La Salle St,Chicago,IL,60603,(312) 578-1410,0,0,0
6679,Sazon Casero,4344 W 63rd St,Chicago,IL,60629,(773) 585-5757,0,0,0
6680,Sbarro,100 W Randolph St,Chicago,IL,60601,(312) 263-8615,0,0,0
6681,Sbarro,105 W Madison St Apt W,Chicago,IL,60602,(312) 849-9700,0,0,0
6682,Sbarro,211 W Adams St Stop 1,Chicago,IL,60606,(312) 269-5303,0,0,0
6683,Sbarro,233 N Michigan Ave,Chicago,IL,60601,(312) 856-9508,0,0,0
6684,Sbarro,333 S State St,Chicago,IL,60604,(312) 663-1070,0,0,0
6685,Sbarro,500 W Madison St Lbby 20,Chicago,IL,60661,(312) 930-5050,0,0,0
6686,Sbarro,7601 S Cicero Ave Ste 1286,Chicago,IL,60652,(773) 767-6860,0,0,0
6687,Schaller's Pump,3714 S Halsted St,Chicago,IL,60609,(773) 376-6332,0,0,0
6688,School House Pub and Eatery,1615 N Clybourn Ave,Chicago,IL,60614,(312) 654-1782,0,0,0
6689,Schubas,3159 N Southport Ave,Chicago,IL,60657,(773) 525-2508,0,0,0
6690,Schwa Restaurant,1466 N Ashland Ave,Chicago,IL,60622,(773) 252-1466,0,0,0
6691,Scoop's Inc,4356 N Central Ave,Chicago,IL,60634,(773) 481-7777,0,0,0
6692,Scooter's Frozen Custard LLC,1658 W Belmont Ave,Chicago,IL,60657,(773) 244-6415,0,0,0
6693,Scoozi,410 W Huron St,Chicago,IL,60654,(312) 943-5900,0,0,0
6694,Scott's Hamburger Heaven,1546 W 35th St,Chicago,IL,60609,(773) 890-1042,0,0,0
6695,Screenz,2717 N Clark St,Chicago,IL,60614,(773) 904-7987,0,0,0
6696,Screenz,5212 N Clark St,Chicago,IL,60640,(773) 681-0093,0,0,0
6697,Sea Shell Fish & Chicken,6940 S Ashland Ave,Chicago,IL,60636,(773) 434-6900,0,0,0
6698,Seashell Fish & Chicken,7131 S Jeffery Blvd,Chicago,IL,60649,(773) 493-7777,0,0,0
6699,Seashell Restaurant,1600 W 59th St,Chicago,IL,60636,(773) 925-5900,0,0,0
6700,Seasons Restaurant,120 E Delaware Pl,Chicago,IL,60611,(312) 649-2349,0,0,0
6701,Second City Subs,2146 N Halsted St,Chicago,IL,60614,(773) 549-8710,0,0,0
6702,Second Story Bar,157 E Ohio St,Chicago,IL,60611,(312) 923-9536,0,0,0
6703,Sedgwick's Grill,1935 N Sedgwick St,Chicago,IL,60614,(312) 337-7900,0,0,0
6704,See Through Chinese Kitchen,5656 W Roosevelt Rd,Chicago,IL,60644,(773) 261-6983,0,0,0
6705,See Thru Chinese Kitchen,10939 S Western Ave,Chicago,IL,60643,(773) 238-9898,0,0,0
6706,See Thru Chinese Kitchen,1610 W 59th St,Chicago,IL,60636,(773) 778-3888,0,0,0
6707,See Thru Chinese Kitchen,1651 W Roosevelt Rd Ste 3,Chicago,IL,60608,(312) 733-3888,0,0,0
6708,See Thru Chinese Kitchen,4318 S Ashland Ave,Chicago,IL,60609,(773) 927-9898,0,0,0
6709,See Thru Chinese Kitchen,5012 N Pulaski Rd,Chicago,IL,60630,(773) 202-8238,4,1,0
6710,See Thru Chinese Kitchen,5249 W Madison St,Chicago,IL,60644,(773) 287-7298,0,0,0
6711,See Thru Chinese Kitchen,5609 W Division St,Chicago,IL,60651,(773) 287-8883,0,0,0
6712,See Thru Chinese Kitchen,6046 S Western Ave,Chicago,IL,60636,(773) 776-8882,0,0,0
6713,See Thru Chinese Kitchen,6700 S Stony Island Ave,Chicago,IL,60649,(773) 752-6862,0,0,0
6714,See Thru Chinese Kitchen,7613 S Jeffery Blvd,Chicago,IL,60649,(773) 731-1828,0,0,0
6715,See Thru Chinese Kitchen,800 N Kedzie Ave,Chicago,IL,60651,(773) 826-0488,0,0,0
6716,See Thru Chinese Kitchen,9442 S Lafayette Ave,Chicago,IL,60620,(773) 785-5383,0,0,0
6717,Segal Eslick Assoc LTD,3342 N Southport Ave,Chicago,IL,60657,(773) 244-8268,0,0,0
6718,Selam Market,5012 N Sheridan Rd,Chicago,IL,60640,(773) 938-6224<br>,0,0,0
6719,Selmarie,2327 W Giddings St,Chicago,IL,60625,(773) 989-5595,0,0,0
6720,Semiramis,4639 N Kedzie Ave,Chicago,IL,60625,(773) 279-8900,0,0,0
6721,Senor Pan Inc,4612 W Fullerton Ave,Chicago,IL,60639,(773) 227-1020,0,0,0
6722,Seoul Corea Restaurant Inc,1603 E 55th St,Chicago,IL,60615,(773) 288-1795,0,0,0
6723,Seoul Gan Lan Restaurant,5114 N Lincoln Ave,Chicago,IL,60625,(773) 878-2400,0,0,0
6724,Seoul Gan Lan Restaurant,5116 N Lincoln Ave,Chicago,IL,60625,(773) 878-0400,0,0,0
6725,Sepia,123 N Jefferson St Ste L-1,Chicago,IL,60661,(312) 441-1920,0,0,0
6726,Serbian Village Restaurant,3144 W Irving Park Rd,Chicago,IL,60618,(773) 478-2900,0,0,0
6727,Serenka Inc.,4500 S Richmond St,Chicago,IL,60632,(773) 247-3575,0,0,0
6728,Sergio's Taqueria Pizza,3253 W Bryn Mawr Ave,Chicago,IL,60659,(773) 866-1965,0,0,0
6729,Seven Stars Chinese Restaurant,3209 W 47th Pl,Chicago,IL,60632,(773) 254-3131,0,0,0
6730,Seven Treasures Cantonese Cuisine,2312 S Wentworth Ave,Chicago,IL,60616,(312) 225-2668,0,0,0
6731,Seventh,400 E Randolph St Ste 735,Chicago,IL,60601,(312) 856-9526,0,0,0
6732,Shabuka Indian Grill,6604 N Sheridan Rd,Chicago,IL,60626,(773) 262-5545,0,0,0
6733,Shafik Yasin,1324 N Milwaukee Ave,Chicago,IL,60622,(773) 486-6179,0,0,0
6734,Shalom Deli,7 N Wells St,Chicago,IL,60606,(312) 606-0371,0,0,0
6735,Shanghai Inn,4723 N Damen Ave,Chicago,IL,60625,(773) 561-3275,0,0,0
6736,Shanghai Terrace,108 E Superior St,Chicago,IL,60611,(312) 573-6744,0,0,0
6737,Shark Fish & Chicken,100 E 79th St,Chicago,IL,60619,(773) 487-4000,0,0,0
6738,Shark Fish Restaurant,9800 S Halsted St,Chicago,IL,60628,(773) 233-2223,0,0,0
6739,Shark's Fish,5048 S Cottage Grove Ave,Chicago,IL,60615,(773) 538-4780,0,0,0
6740,Shark's Fish & Chicken,2900 W 63rd St,Chicago,IL,60629,(773) 434-7000,0,0,0
6741,Shark's Fish & Chicken,7122 S Vincennes Ave,Chicago,IL,60621,(773) 488-8908,0,0,0
6742,Shark's Fish & Chicken,7908 S Halsted St,Chicago,IL,60620,(773) 651-8000,0,0,0
6743,Shark's Fish & Chicken,855 W 87th St,Chicago,IL,60620,(773) 994-3110,0,0,0
6744,Shark's Fish and Chicken,700 E 100th Pl,Chicago,IL,60628,(773) 264-4000,0,0,0
6745,Shark's Fish and Chicken Inc,2027 E 95th St,Chicago,IL,60617,(773) 374-6650,0,0,0
6746,Sharks,1474 W 115th St,Chicago,IL,60643,(773) 445-7535,0,0,0
6747,Sharks Fast Food,5433 W Chicago Ave,Chicago,IL,60651,(773) 261-8787,0,0,0
6748,Sharks Fish & Chicken,35 E 59th St,Chicago,IL,60637,(773) 955-8000,0,0,0
6749,Sharks Fish & Chicken,447 E 63rd St,Chicago,IL,60637,(773) 752-7701,0,0,0
6750,Sharks Fish & Chicken,6114 S Western Ave,Chicago,IL,60636,(773) 434-0400,0,0,0
6751,Sharks Fish & Chicken,6237 S Halsted St,Chicago,IL,60621,(773) 224-2222,0,0,0
6752,Sharks Fish & Chicken,7828 S Western Ave,Chicago,IL,60620,(773) 918-9999,0,0,0
6753,Sharks Fish & Chicken,8245 S Kedzie Ave,Chicago,IL,60652,(773) 778-3333,0,0,0
6754,Sharks Fish & Chips,2660 E 79th St,Chicago,IL,60649,(773) 721-2669,0,0,0
6755,Sharks Fish & Tonys Stake,805 W 111th St,Chicago,IL,60643,(773) 928-3400,0,0,0
6756,Sharks Fish and Chicken,338 S California Ave,Chicago,IL,60612,(773) 722-4200,0,0,0
6757,Shawarana Inn,5523 N Lincoln Ave,Chicago,IL,60625,(773) 271-7777,0,0,0
6758,Shawarma Two,6404 N California Ave,Chicago,IL,60645,(773) 338-5558,0,0,0
6759,Shedd Aquarium John G,1200 S Lake Shore Dr,Chicago,IL,60605,(312) 986-2286,0,0,0
6760,Sheerman and Kabab House,2401 W Devon Ave,Chicago,IL,60659,(773) 465-2489,0,0,0
6761,Sher Punjab Indian Restaurant,2510 W Devon Ave,Chicago,IL,60659,(773) 973-4000,5,1,0
6762,Sherniques Eggs On The Run,145 W 95th St,Chicago,IL,60628,(773) 928-5781,0,0,0
6763,Shesh Mahal Restaurant,6355 N Maplewood Ave,Chicago,IL,60659,(773) 274-4444,0,0,0
6764,Shikago,190 S La Salle St Lbby 1,Chicago,IL,60603,(312) 781-7300,0,0,0
