id,name,description,manufacturer,price
b000qxd2tc,onone genuine fractals 5 - full 1u,enlarge your images over 1000% with no loss in image quality. genuine fractals 5 simply produces higher quality and sharper results than traditional scaling methods in photoshop or in any other third party product. genuine fractals 5 is the industry standard in image resizing. resize your image over 1000% without losing sharpness and edge detail. make a high-quality print from a cropped section. what's new in genuine fractals 5 genuine fractals 5 is a revolutionary step forward for image enlargements. we've taken the industry standard and given it a complete overhaul. new scaling technology faster performance new features new user interface greater ease of use and much more. compare genuine fractals 5 to any photoshop scaling method or other third party plug-in genuine fractals 5 is the industry standard in image resizing. new features: new scaling algorithm--we overhauled the patented scaling algorithm to now allow for over 1000% enlargements with no loss in detail multi-processor support--optimized for multiple processors including cpu hardware acceleration (sse/altivec) up to 10x faster than the previous version document size presets--crop and resize your image in a single step robust layer support--supports layers paths & alpha channels texture controls--get that extra bit of detail out of your images sharpening controls--save time by sharpening for output right in genuine fractals film grain controls--add simulated film grain for and extra sharp look photoshop action support--record actions for multiple sizes batch process an entire folder easily new user interface--make your image the star of the show not just a bunch of dials support for photoshop cs3--universal binary means fast native support for intel processor powered macintosh systems lab color mode support--added support for 8 & 16-bit lab & grayscale images show me how tutorial videos--new built-in videos so you get the most out of genuine fractals automatic update checking--make sure you always have the latest version the industry standard for image enlargement genuine fractals 5 is the industry standard for image resizing. it's renowned across the photographic and printing industries for its ability to increase image size well over 1000% without the loss of sharpness or detail that you would normally expect. its patented fractal based interpolation algorithms work like nothing else and the results speak for themselves. genuine fractals 5 is a must for any photographer who makes large format and poster sized prints. it's also great for journalists sports and wildlife photographers who may need to take a cropped section of an image and make a high-quality print from it. genuine fractals 5 can even work its magic with digital video still frames up-rezzing from standard-definition to high-definition video quality. graphic designers can end the everyday problem of receiving low resolution images from clients for high resolution print work such as magazine publications or tradeshow and billboard graphics. why should i use genuine fractals 5? resizing an image larger than the original size requires that new pixels be created. this process is called interpolation or up-rezzing. there are many mathematical ways called algorithms to do this. the most common method used by default by many pixel editing applications is called bicubic interpolation. bicubic along with with its newer variants bicubic smoother and bicubic sharper work by averaging a small group of neighboring pixels to determine the color value of the new pixels to be added. while this technique is fast it does not distinguish edges so there is a uniform loss of sharpness and detail across the image. genuine fractals and bicubic smoother comparison genuine fractals 5 patented algorithms work differently. it starts by analyzing ever-decreasing sizes of pixel blocks in your image looking for repeating natural patterns at different sizes. these are known as fractals. fractals are common naturally repeating patterns found everywhere. for example a river system viewed from space has the same shape as the veins in a leaf. these are both fractal patterns at very different scales. the great thing about fractal patterns is once you find them they can be scaled to any size without loss in detail. this allows genuine fractals 5 to resize your image over 1000% without losing sharpness and edge detail. unmatched image resizing genuine fractals 5 can resize your images over 1000% and still maintain sharp edges and minute details. to give you an idea of how big that is you could take a full-frame image from a six megapixel image and resize it to make a print of 10x15 feet at 180 ppi! it is a must for any photographer or artist who makes large format or poster sized prints. it is also great for journalists sports and wildlife photographers who may need to take a cropped section of an image and still make a high-quality print from it. cropping can leave you with very few pixels to work with. if you where to crop this professional 12 megapixel image to keep just the antelope you would be left with only four megapixels of information barely enough to make a good 5x7 print. however with genuine fractals 5 you could make a print over 6 feet tall. save hard disk space and bandwidth increasing the size and resolution of a file results in a larger file on disk. you can reduce the disk space needed and bandwidth when transferring files by saving your files into the genuine fractals 5 .stn format which provides lossless and visually lossless wavelet compression to cut your file size in half or more. now you can store twice as many images on your hard drive and upload them in half the time. long time users of genuine fractals remember having to save files as a .stn file before being able to scale the image. in genuine fractals 5 any file that is opened in photoshop can be scaled in one easy step without having to save as a .stn file first. batch processing with genuine fractals 5 genuine fractals 5 can be automated easily by using a photoshop action. by default genuine fractals 5 remembers its last used setting--however you can create a photoshop action to resize an entire folder of images at the same time. not just for photographers genuine fractals 5 is not just for photographers but anyone who needs to resize images. graphic designers can end the everyday problem of receiving low resolution images from clients for high resolution print work. genuine fractals 5 can also help you create tradeshow and billboard graphics from average sized images. genuine fractals 5 is also commonly used by service bureaus as well as law enforcement and architects for resizing small files.,onone software,159.95
b0009yegpc,starry night galaxy explorer (pc & mac),starry night galaxy explorer (win xp/mac 10.3 or higher),imaginova,9.99
b000om7diq,corel dvd moviefactory 6.0 plus,ulead dvd moviefactory 6 plus is the award-winning consumer dvd authoring package. it's the first consumer entry-level product to offer hd dvd burning capability. capture digital media from numerous sources to create artistic original-looking video and slideshow discs. its easy-to-use storyboard and timeline editing tools help you personalize titles music and other project elements. with the enhanced edit room users can polish camcorder footage for more professional home movies. dvd moviefactory 6 plus supports all of the latest industry formats -- import edit and convert hdv divx or avchd and output in hd dvd blu-ray or traditional dvd-video. it even has a complete set of tools for burning to cd dvd hd dvd and blu-ray disc. breathe new life into videos photos and create hollywood-style menu motion effects - ulead dvd moviefactory 6 plus does more than make it possible. it makes it easy. overlay frames and objects in different tracks make mixed-media clipshows by combining video clips and photos on the timeline capture and edit hdv as easily as working with standard dv auto subtitles - select video file name date time and exif (photo) data as a subtitle track rotate stretch and angle menu motion buttons to fit into frames or other background elements customize your slideshows with pan & zoom supports 16 - 9 widescreen pc monitors open and import hd dvd folders and burn them to disc secure burning - users can password-protect videos photos documents and any other data from unauthorized access output to hd dvd-r/rw & blu-ray,corel,79.99
b000fzxipo,classification & ecology (win/mac) (jewel case),"",fogware publishing,9.99
b0007wv3ei,microspot macdraft professional (mac),macdraft pro delivers a full complement of drawing tools dimensioning in imperial and metric and full compatibility wth other autocad programs. it's ideal for mechanical architectural and engineering design as well as technical illustration. simple sketches or complex drawings are easier than ever. supports dwg & dxf files,microspot ltd.,349.99
b000ehs6gy,apple logic pro 7.2 retail,logic pro 7.2 offers you the state-of-the-art loop composition tools with new instruments and effects to change the way you compose record edit and mix music. with its distributed audio processing you'll have audio and music production that you never imagined. innovative software instruments combined with apple loops browsing and editing give you editing and producing in a truly professional environment. acoustic eq matching pitch correction on improper intonation on vocals or force to monotone add a haunting metallic sheen with the ringshifter save all channel settings and parameters for future projects with recall channel strips control tempo signature and more through global tracks apply crossfades to overlapping regions and use shuffle editing to prevent regions from overlapping software instrument layering lets you play multiple software instruments simultaneously drag and drop audio and edit zones graphically 32-channel support for multi-channel audio units instruments playback aac and apple lossless files directly with no conversion of compressed files new garageband plug-ins - ducking(automated voiceover volume reduction) & speech enhancer improved rewire support serato pitch 'n time support for rich and natural-sounding results even at extreme settings includes the same jingles and sound effects library that ship with ilife '06,apple,999
b00005birs,math 2,based on the school zone workbook series this program teaches critical math skills with interactive activities and fun games. proven curriculum audio guidance and clear examples help your child master addition subtraction multiplication place values and other skills. the program randomizes problems with each use providing endless activities. the engaging games provide a helpful break.,school zone,9.99
b000k7vio0,intervideo windvd 8 gold,windvd 8 gold gives you the best in digital entertainment experiences. watch dvds or video files on your big-screen hdtv with immersive surround sound in all popular formats. enjoy virtual surround sound from just two speakers or headphones. customize playback with rich audio and video effects. for example speed up playback to match your flight time with timestretch - so you don't miss the ending! match the color of the player with your desktop theme. instantly pause and hide your movie with the boss key!,intervideo,49.99
b000ivjv10,instant immersion ingles audio deluxe,instant immersion ingles audio deluxe (audio book),topics entertainment,0
b000brm3xe,computrace lojack for laptops: 1 year subscription,with computrace lojack for laptops you'll be able to track a stolen laptop anywhere! every 53 seconds a laptop is stolen - this recovery service enables law enforcement to recover stolen laptops the minute thieves go online. you'll have information on your laptop's wherabouts as soon as it goes missing. protect your computer today with lojack for laptops.,absolute software,49.99
b000h0k3zu,logic express 7,logic express 7.2 gives you the ability to take full advantage of the next generation of mac computers. songwriters can produce impressive demo songs by incorporating audio recordings sample-based sounds and virtual instruments entirely on the computer. enjoy enhanced support for prominent thrid-party products as well as project compatibility with garageband 3. logic express 7.2 also provides support for stereo rewire objects and now clearly labels the incoming rewire streams to reflect the source application. logic express 7.2 allows you to play back aac and apple lossless files directly with no need for conversion. this feature ensures project compatibility with garageband 3 and offers great sonic quality with the convenience of smaller file sizes. support for up to 12 input and output audio channels 27 software instruments including garageband instruments es1 efm1 esm esp and ese synthesizers 40 effect plug-ins including guitar amp preset multipressor platinumverb compressor bitcrusher autofilter phaser and more save/load channel strip instrument and plug-in configurations advanced midi sequencing more than 300 definable key and midi commands 90 recallable screen configurations with interactive edit windows setup assistant for easy system configuration fast offline bouncing of single or multiple tracks tempo signature transpose and video tracks support for apple loops (more than 1 000 apple loops included) audio units plug-in support garageband song file import open tl file import aac and mp3 import and export full integration with reason live and other rewire-compatible applications system requirements - macintosh computer with an intel or powerpc g4 or g5 processor 512mb of ram mac os x v10.4.3 or later 6gb of available hard drive space dvd drive for software installation low-latency multi-i/o audio hardware and midi interface recommended,apple computer,299
b0009jhv5e,cook'n low fat,healthy eating can be easy and convenient and it can include your favorite foods. with 120 betty crocker recipes the cook'n low fat cd connects the dots between good taste good food and good nutrition.,dvo enterprises,19.99
b000n28264,cubase 4 competitive crossgrade,thinking of switching from your program to cubase 4? competitive crossgrades* are a good way to switch to a new program without having to pay full price. if you own a qualifying competitors product you can upgrade/switch to another manufacturers competitive edition for a good discount. (competitive crossgrades contain the same software as standard packages.),steinberg (yamaha),549.99
b00076ywj2,eovia carrara 4 pro win/mac,carrara 4 pro software keeps professional designers ahead of the curve by offering superior performance capabilities and an extraordinarily abundant toolset. this highly developed software has the same competencies and highly intuitive interface as our standard version but adds advanced features such as sound support 3d and vector motion blur blurry reflections extended import capabilities and more. additionally the eovia chain network rendering feature delivers ultra-fast image and animation rendering by distributing tasks across a local network of up to five computers. carrara 4 pro also comes pre-loaded with:,eovia corporation,599.99
b000a40w4a,i spy fantasy v.2 with i spy book & mini cd,"",topics entertainment,29.99
b000bu7u48,dance praise with dance pad (win/mac),turn your computer into a dance arcade with top christian hits! get ready for hours of family fun with music worth listening to! simply plug in the interactive dance pad into the usb port of your computer and start movin' and groovin' to over 50 christian songs from your favorite artists.includes music from your favorite christian artists: 4th avenue jones'andy hunteraudio adrenalinebleachdavid crowder* banddj majearthsuithawk nelsonjohn reubenliquidnewsboysout of edenpax217sanctus realsarah kellyseven day jesusstarfieldsteven curtis chapmanthe benjamin gatethe elmsthe katinastobymacverbszoegirl,digital praise,39.99
b0009dt87e,professor teaches excel & word,professor teaches excel and word,individual software,19.99
b000t9luce,norton internet security 2008 10 user,stay protected from the latest online threats. norton internet security 2008 runs quietly in the background to detect and block today's complex threats and to protect your identity when you buy bank or browse online. the friendly and efficient product design helps minimize confusing security alerts and system slowdowns that can get in the way of your online experience. and if you need help an integrated online chat tool connects you to our support professionals so you have easy access to the answers you need. in addition to protection updates norton internet security provides new product features as available throughout your service subscription. norton internet security 2008 runs quietly in the background to detect and block today's complex threats and to protect your identity when you buy bank or browse online. stay protected from the latest online threats. norton internet security 2008 runs quietly in the background to detect and block today's complex threats and to protect your identity when you buy bank or browse online. key benefits blocks online identity theft--an extra layer of security protects when you buy bank or browse. detects and eliminates spyware--provides advanced protection against today's latest threats. removes viruses and internet worms--fast and quiet scans provide comprehensive automatic protection. protects against hackers--safeguards your computer with a smart firewall that automatically configures protection settings. includes full versions of the following products: norton antivirus norton personal firewall norton antispyware norton identity safe--new! norton antiphishing new features and enhancements--what's new norton identity safe keeps your personal information and your identity safe when you buy bank and browse online. enhanced performance lets you start scan and run faster so you can enjoy your online experience. get help fast with free online technical support via live chat and email all from within the product. optimized product design improves scan times and decreases impact on system startup and resource usage. sonar (symantec online network for advanced response) technology delivers behavior-based protection that can detect emerging spyware and viruses even before traditional signature-based definitions are available. stores and encrypts your passwords and other confidential data automatically filling it at your request to save time and protect it from being stolen by eavesdropping keystroke loggers. network security monitoring checks the status of your wireless network security maps connected devices and provides expert advice on managing your network security settings. start scan and run faster. improved performance delivers an enhanced online experience. norton antivirus: antivirus and antispyware protection rootkit detection and intrusion protection protects your computer by automatically detecting and removing spyware viruses trojan horses and internet worms. exchange files via email and instant messaging without worrying about receiving threats on your computer or spreading them to others. stays out of your way. runs quietly in the background without requiring you to respond to confusing security alerts. threat blocking technology quietly monitors system activities to stop most spyware viruses and worms before they can install and cause damage on your system. email and instant message scanning detects and removes infected attachments even if they're hidden in archives. rootkit detection finds and removes threats that are hidden deeply in the operating system. internet worm protection blocks an entire class of viruses spyware and worms with a single threat signature. thorough pre-installation scan cleans out spyware and virus infections that can obstruct ordinary protection. quick scan automatically runs on receipt of new definitions to help ensure protection against the latest threats. full system scan performs a deep scan of the system and hard drive to remove existing spyware viruses and other threats. norton identity safe: antiphishing web site authentication eavesdropping protection and confidential information management advanced phishing protection identifies and blocks fraudulent web sites designed to steal personal information. adds a layer of targeted real-time identity theft protection to prevent identity thieves from eavesdropping on your online shopping transactions and banking and brokerage sessions from login to logout. blocks hard-to-detect phishing sites by deeply analyzing web page elements for evidence of criminal activity. authenticates the web location and credentials of the most popular banking and shopping sites so you know you're dealing with the true site and not a fake. norton personal firewall: two-way firewall stay hidden when connected with a smart firewall that automatically configures protection settings. log on at home at a cafe or on the road and norton internet security automatically optimizes your security settings. two-way firewall blocks hackers from breaking into your computer and stops spyware from transmitting information. trust control automatically optimizes your protection settings based on the network--wired or wireless public or private--to which you're connected. additional features the norton add-on pack delivers optional solutions for you and your family including antispam and parental controls. connect with confidence knowing your protection is continuously updated for one year as new threats emerge. includes protection updates and new product features as available throughout the renewable service period. intrusion prevention shields newly discovered security holes in the operating system and applications to prevent viruses worms and hackers from entering through these vulnerabilities. includes one year of automatic definition updates new product features and access to updated versions of norton internet security throughout the life of your service subscription.,symantec,199.99
b0001fyrqm,logic pro 6 upgrade from logic platinum/gold 5&6,"",apple,199.99
b00099e4ya,reel deal slots 2.0 for pc,phantom's ultra realistic slots experience continues with reel deal slots 2nd vol. all new machines prize vaults prizes enhanced bonus games statistic tracking and vip points make slots 2nd vol. a cutting edge success. also featured are 50 unique units that make over 300 slot and video poker variations.,phantom efx,9.99
b000o39qoo,westward,enter the wild rough and tumble world of westward where adventure and untold fortunes await you. explore a huge playing environment and move up to 20 different levels. use quick wits to complete tasks like building homes farms water wells and more to keep your settlers fed housed and employed. if they don't like their situation your settlers will go elsewhere and your town will collapse! look for gold mines watch out for theivin' bandits and engage in dramatic shoot-outs. control the destiny of the west as you build thriving towns explore uncharted plains and guide your settlers to safety and success. features: more than 10 playable main characters customize your town and support an ever-expanding population buy sell and trade a variety of resources evolving and ever-changing scenarios provide many hours of playing fun,encore software,19.99
b000hpf7p6,pc professor fuji's kakuro,professor fuji's kakuro offers the most puzzles and excitement for puzzle lovers at all levels! pick up a pencil and prepared to be stumped!,encore software,9.99
b000hhxeuo,monopoly platinum edition,monopoly platinum edition is a whole new deal in monopoly games. it's got all the family fun of monopoly with all-new features -- for more monopoly excitement! watch your tokens hop skip and dance around the board. from the rolling lawns of park place to the lowly backyards of baltic avenue you'll be entertained as you try to bankrupt your opponents and stay out of jail!,encore,19.99
b000fqvxf0,home & business lawyer dlx 2006 by broderbund,home & business lawyer dlx 2006 by broderbund,encore software,0
b000o3d9ce,high school advantage 2008,high school advantage 2008 was specially developed to supplement classroom curriculum by including award-winning content that support state standards. in-depth lessons with sample problems and questions teach reinforce and track student progress in the core subjects. this award-winning content supports state testing standards & adapts to different learning styles & levels. track your progress with quizzes & tests.,encore,39.99
b000bwa1jw,professor fujis sudoku deluxe by encore,- marketing information: puzzle fanatics! get ready for your next mission: sudoku! fill in the empty cells one number in each so each column row and region contains the numbers 1 through 9 exactly once. sounds easy right... wrong. product information - software sub type: educational game - software name: professor fujiandquot;s sudoku deluxe - complete product - features and benefits: - 100 000 hand crafted puzzles - 16 different grid themes - 3 levels of play - pausable timer - fully integrated puzzle solver solves all grids - export puzzle and answers as a jpeg for emailing to friends - play with letters numbers or colors - printable puzzles - cheat mode - bosskey to hide your games! - game rating: esrb - e - (everyone) - platform support: pc license information - license type: complete product - license pricing: standard - license quantity: 1 user,encore software,19.99
b000fer1d0,high school advantage 2007,high school advantage 2007 delivers award-winning content aligned with high school classroom curriculum. get the best results with over 3 000 lessons and exercises in the core subjects. track your progress with quizzes and tests & adapts to different levels and learning styles. supplements elementary school curriculum. subjects include: contains award-winning content that supports state testing standards supplements high school curriculum adapts to different learning styles & levels tracks progress with quizzes & tests easy to use & understand works with pc running windows 98se/me/2000 sp4/xp sp1,encore software,29.95
b000eezn2c,suitcase fusion 1u box,suitcase fusion is the next-generation professional font manager for your office or studio. it fuses the power of font reserve with the award-winning usability of suitcase giving you more reliable font management -- no matter how many fonts you use how many documents you work with or how demanding your workflow. eliminate the guesswork in working with fonts and ensure that you have the exact version of the font you need. eliminate unnecessary font conflicts avoid potential font wrecks (missing fonts corrupt fonts etc.) and stop duplicate font issues from interrupting your workflow. use suitcase fusion to achieve reliable stable and hassle-free font management! preview pane allows you to select activate even export fonts directly optimized font file support for dealing with legacy fonts duplicate font handling for easy filtering and removing of dupes application set attaches a font set to an application; every time the software opens so does the set detailed html reports for tracking font adding activity,extensis,0
b000fcyts2,zend studio 5.1 (win/mac),zend studio 5 is the only integrated development environment (ide) available for professional developers that encompasses all the development components necessary for the full php application lifecycle. through a comprehensive set of editing debugging analysis optimization and database tools zend studio 5 speeds development cycles and simplifies complex projects. view your database structure and manage content with zend sql explorer advanced debugging features for local or remote php debugging manage source code effectively using cvs or subversion directly from within zend studio,zend technologies inc.,299
b0006vc3vc,3d bridge deluxe (mac),bridge. you've heard of it. now you can play online using our award winning 3d cardgames engine to see if you really are as good as you say. take your weekly bridge party across the world with anyone and everyone who has a hankering for this popular game.3d bridge deluxe is a great way for beginners to learn the game with its own tutorials that will give you enough of the basics to play online with real people and get rankings on the gamesmith game server. what are you waiting for? be on your way to beating your in-laws!!features:many bidding styles: weak 2 bid weak jump overcalls takeout doubles cuebids for slam bidding blackwood convention gerber convention stayman convention jacoby transfers voice recognition 3d animated interchangeable talking opponents best card game engine inna da world.,freeverse software,24.99
b000he9psc,the print shop 22 pro publisher deluxe sb cs by the print shop,the print shop 22 pro publisher deluxe delivers more creative tools than any other print shop product along with the professional features you need to take control of your business communications. 400 000+ premium images & graphics plus! 22 000 professionally designed project templates! packed with the text and layout tools you need you'll easily create high quality projects including multi-page brochures stationery cd/dvd labels newsletters and more. enhanced photo editing tools provide the professional touch you need to make your photos look your best. whether you create slideshows burn to cd resize for a mobile phone or design and publish your own web pages showcasing your photos is easier than ever. new project size options photo quality printing and borderless print features mean your projects will have the refined look you want. dynamic project and image search capabilities will help you quickly and effortless find your saved projects or the perfect image or graphic for your creation. for easy share options export your projects to multiple file types including pdf jpeg tiff gif and much more! even manage your time with calender creator express the address book and improved mail merge for effortless mailings every time!,encore software,99.95
b000h3lza4,logic express 7.2 upgrade from logic  express 6,logic express 7.2 helps musicians take full advantage of the abilities of new mac computers. songwriters can produce impressive demo songs by incorporating audio recordings sample-based sounds and virtual instruments entirely on the computer. enjoy enhanced support for prominent third-party products as well as project compatibility with garageband 3. logic express 7.2 also provides support for stereo rewire objects and now clearly labels the incoming rewire streams to reflect the source application. logic express 7.2 allows you to play back aac and apple lossless files directly which ensures project compatibility with garageband 3 and smaller file sizes. 27 software instruments including garageband instruments es1 efm1 esm esp and ese synthesizers 40 effect plug-ins including guitar amp preset multipressor platinumverb compressor bitcrusher autofilter phaser and more save/load channel strip instrument and plug-in configurations advanced midi sequencing more than 300 definable key and midi commands 90 recallable screen configurations with interactive edit windows setup assistant for easy system configuration fast offline bouncing of single or multiple tracks tempo signature transpose and video tracks support for apple loops (more than 1 000 apple loops included) audio units plug-in support garageband song file import open tl file import aac and mp3 import and export full integration with reason live and other rewire-compatible applications system requirements - macintosh computer with an intel or powerpc g4 or g5 processor 512mb of ram mac os x v10.4.3 or later 6gb of available hard drive space dvd drive for software installation low-latency multi-i/o audio hardware and midi interface recommended crossgrade requirements - logic express 7.2 is required for use on intel-based macintosh computers. to take advantage of the crossgrade to logic express 7.2 you must be a,apple computer (direct),99
b000b6n2o4,webroot spy sweeper antispyware 5.x,spy sweeper (small box) (win 98 me 2000 xp),webroot software,29.95
b0002735fi,adobe solution expert support,expert adobe solution support,adobe,299
b000bs5ibm,totally spies: total swamp romp (pc & mac),in totally spies you'll control the girls of woohp: the world organization of human protection. just like in the cartoons you'll lead these beverly hills girls on a mission to stop a global crisis. infiltrate chemical sites pursue criminals on a snow bike save hostages and protect celebrities -- all without breaking a nail.,brighter minds media inc.,19.99
b000phd8ha,steinberg sequel (pc or mac) music creation & performance software,sequel is an affordable and easy-to-use music studio designed for first-time computer music enthusiasts. combining intuitive tools to record edit mix and perform music with great-sounding loops instruments and effects sequel is the perfect first step into music production and performance. sequel runs on both pcs and macs and comes with a massive library of more than 5000 loops over 600 of ready-to-play instrument sounds stunning effects and the same state-of-the-art audio engine that is preferred by many world-class producers all around the globe. it's never been more fun to create music on a computer!,steinberg,129
b000ub66ha,adobe cs3 design premium macosx dvd,design premium cs3 3 mac ed 1u,adobe,599
b000feyg7o,civilization iv dvd-rom (mac),civilization is recognized as one of the greatest game franchises of all-time. now the fun and incredibly addictive strategy game reaches new heights in civilization iv. it has new ways to play and win along with new tools to manage and expand your civilization. civilization comes to life like never before in a beautifully detailed living 3d world -- with all-new easy to use mod capabilities and intense multiplayer modes and options. it's a must-have for gamers around the world! rule throughout time and create your own legacy as you guide your civilization from the dawn of man through the space age and beyond. implement new technologies conduct diplomacy or wage war to grow your society and become the most powerful leader the world has ever known. flexible tech tree allows players more strategic choices for developing their civilizations team play offers a new way of setting locked alliances that result in shared wonder effects visibility unit trading and shared territory over 70 in-game movies and animated sequences advance the story,aspyr media,49.99
b000bx5ggy,apple shake 4.1 visual effects (mac),shake 4.1 lets you leverage the creative work you're producing in final cut studio even on the tight production budgets. shake provides the only compositing software with a complete toolset for both single artists and visual effects facilities -- the combination produces the world's most celebrated visual effects. use shake to create convincing photorealistic hollywood-caliber visual effects -- all on a desktop.,apple computer,499
b00061m0qk,mediafour macdrive 6 for windows,macdrive 6 is the easy way to use mac disks with windows systems. it can read write and format mac disks so they'll operate on pcs making transferring files across formats easier. it also burns recordable and rewritable mac cd's and dvd's.,mediafour corporation,49.99
b000aoz7jk,net ad creator,flash ad creator creates animated ads that look like a flash developer spent hours creating it. save time & money by creating your own ad in your own time and at your own pace. you can even sell them to your clients and start a new career! everything you need to create a custom flash animation is included right here.,laughing bird,39.99
b000iw5kv4,cakewalk sonar 6 producer ed,sonar 6 producer is the definitive choice for music creation and audio production designed to take you from inspiration to masterpiece faster than ever before. at every step of your production -- from composing with virtual instruments to recording mixing and beyond -- sonar gives you the professional tools and inspiring canvas that adapt to your unique style of music creation. change the way you work with instruments forever through sonar 6's innovative new active controller technology (act). tighten up your entire band with the revolutionary new audiosnap feature set. and sound better than ever with the new vc-64 vintage channel and sonar's industry-leading 64-bit double precision mix engine. modular transport provides easy playback control and vital visual feedback analyst spectrum analyzer clip editing enhancements including lock to time work seamlessly with vst plug-ins -- vst support is now integrated into sonar 6 and no longer requires an external vst to dx adapter read/write controls for tracks and plug-ins enable automation during playback and record visual automation cues & more fast zoom enables fast precise edits without losing your place mouse wheel support for parameter control and zoom import 64-bit floating point audio files and stream them at their native resolution from 64-bit tracks crash recovery safeguards your projects against faulty plug-ins and other sources of crashes back up projects with time/date stamps for easy access to old versions user-customizable plug-in menus for easy organization and grouping custom color schemes with saturation hue brightness controls and color categories for easy,cakewalk,799
b00009l1hv,appleworks 6.2.9,appleworks 6.2 gives you the tools of a professional artist and the convenience of the mac operating system! integrates seamlessly with quicktime to add animation and video clips to your online or digital documents stage a perfect presentation with 26 smooth slideshow transitions,apple,79
b000byrinm,zoo tycoon 2 (mac),zoo tycoon 2 brings back the wildly popular action of the first zoo tycoon with all-new action and thrills! immerse yourself in first-person views as you build exciting zoos and adopt amazing animals. get closer to your animals and get them cleaned and fed yourself -- or enjoy the zoo you've created from the perspective of a visitor. zoopedia teaches interesting facts about the animals in your zoo snap photos of your favorite animals or guests and share them online with friends play it your way -- focus on your favorite parts of zoo tycoon in freeform challenge and campaign modes,destineer,39.99
b000e28ut2,40 years of the x-men,with 40 years of x-men dvd you've got a full collection of every x-men story published in the last four decades. almost 500 issues of the classic x-men comics are reproduced here from the very first issue in 1963 to august 2005 -- all in full color from cover to cover. explore a world where a small group of people are born with genes that give them super-powers. these mutants are hated and feared by humanity at large and the x-men come together to protect both mutants and human from prejudice and evil mutants alike. you'll get to follow their incredible adventures as they span four amazing decades.,git corp,49.99
b000j6ddrw,faxstf pro mac os 10.3.9 or above,faxstf pro serious faxing demands! you can send and receive faxes from any application or use the quickfax widget to instantly create and transmit rush communications. the powerful interface gives you a complete set of tools and shortcuts to make fax management as simple as email! faxstf pro is smart faxing for casual to high-volume fax users. automatically forward incoming faxes to any email address -- receive faxes while on the road! maintain your privacy while letting others use your mac with user switching -- your faxing information will remain only on your profile,aladdin systems,49.99
b000exu9ay,print explosion deluxe 3.0 (mac),with print explosion deluxe 3.0 you'll have the fastest easiest way to create spectacular custom print projects. first time publishers and professional designers alike will enjoy rich graphics layout features and text effects once found only in programs costing ten times as much.take advantage of the latest os x innovations delivering more creative options than ever before. the easy-to-use interface will walk you through the process from concept to finished product in a matter of minutes! all-new user interface browse and import photos from iphoto print out cd & dvd labels with itunes playlists photorealistic new scrapbook graphics,nova development,49.99
b000j5lgg8,stuffit deluxe 11,stuffit deluxe 11 is a compression breakthrough! it provides a suite of tools that help you access compress manage protect send and backup all your important files and images. now compress jpeg photos and images by up to 30% with no loss of quality! stuffit not only shrinks your documents to a fraction of original size it adds strong encryption and error-correction so you can cut transfer times and protect privacy and data integrity. schedule backups with stuffit and burn archives to cd or dvd without any additional software! schedule a backup time for any folder image or document on any network or local drive enter a password to view the contents of an encrypted stuffit x archive integrated cd & dvd burning tells you where the archive is being created and puts the ability to burn cds dvds or any removable media of your choice super-strong 512-bit encryption and password protection ensures your data's privacy automate ftp & email eliminates routine tasks and simplify your life self-repairs archived data keeping it safe from transmission,aladdin systems,79.99
b000922deu,valuesoft tune transfer for ipod - software for windows xp,you love your ipod. we all do. but have you discovered that you can't move songs from your ipod to another authorized computer? that's because itunes only allows you to transfer files to your ipod. now with tune transfer you can move songs from your ipod perform backups of your song library and boost your ipod performance. pc minimum requirements - windows 2000/xp; pentium 500 mhz; 128 mb ram; 100 mb free hd space; cd-rom drive; working usb 2.0 or firewire; connection to ipod macintosh minimum requirements - system os x (10.1.5) or higher; g3 400 mhz processor; 128 mb ram; 100 mb free hd space; cd-rom drive; working usb 2.0 or firewire and connection to ipod use of this software in conjunction with itunes version 4.9 or later requires a patch for pc or mac - download here,valuesoft,29.95
b000jgqt28,sims 2 pets expansion pack,create the perfect pet for your sims to train play with and love throughout a lifetime. pick everything from their paws to their personality. choose from dozens of popular dog and cat breeds like schnauzer and siamese. or create a unique cat or dog by modifying their features and body type. your sims can teach their pets tricks take them for a romp in the park to meet other furry friends or buy them toys beds and much more. but pets have minds of their own-so expect the unexpected!,aspyr media,34.99
